Tanggal,NO INVOICE,Kode Customer / Vendor,Nama Customer / Vendor,Gabungan,Kode Barang,Kode Batch,Stok,Kode Mutasi,Jenis Barang,Nama Barang,Satuan,BATCH / ED,Qty, Harga Satuan (HNA) ,DISC, Nilai ,TOTAL, PPN , TOTAL BAYAR ,Keterangan,Salesman,ALASAN RETUR
12/2/2026,INV.KMS.2600461,DK00557,APOTEK K-24 BULU BULU,GS000022,GS00002,2,35,2,Mengandung Prekursor,Actifed Plus Cough Suppressant 60 ml,Dus,RH4D / Nov-28,2,"56,330",,"112,660","278,172","30,599","308,771",Penjualan,ANGGA,
12/2/2026,INV.KMS.2600461,DK00557,APOTEK K-24 BULU BULU,CM000032,CM00003,2,49,2,Mengandung Prekursor,OBHC Anak Strawberry 60 ml,Botol,5NK134 / Okt-27,4,"15,578",,"62,312",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600461,DK00557,APOTEK K-24 BULU BULU,DV000131,DV00013,1,0,2,Mengandung Prekursor,Paratusin Sirup 60 ml,Botol,5EG1584 / Aug-27,3,"34,400",,"103,200",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600462,DK00211,APOTEK WAHYUNI FARMA,DV000391,DV00039,1,24,2,0,Natur E White 16's ,Dus,5EF1242 / Jun-27,3,"44,802",5,"127,686","127,686","14,045","141,731",Penjualan,SYARIF,
12/2/2026,INV.KMS.2600463,DK00211,APOTEK WAHYUNI FARMA,DV000231,DV00023,1,18,2,0,Natur E Advanced Soft Caps 16's,Dus,5EI1950 / Sep-27,1,"36,658",,"36,658","140,170","15,419","155,589",Penjualan,SYARIF,
12/2/2026,INV.KMS.2600463,DK00211,APOTEK WAHYUNI FARMA,KF001403,KF00140,3,0,2,Generik,Miconazole 2% Krim (KF) 10g,Dus,H51373W / Aug-28,1,"103,512",,"103,512",, - , - ,Penjualan,SYARIF,
12/2/2026,INV.KMS.2600464,DK00059,APOTIK ANTANG RAYA FARMA,KF001402,KF00140,2,0,2,Generik,Miconazole 2% Krim (KF) 10g,Dus,H51372W / Aug-28,2,"103,512",,"207,024","271,024","29,813","300,837",Penjualan,SYARIF,
12/2/2026,INV.KMS.2600464,DK00059,APOTIK ANTANG RAYA FARMA,DV000463,DV00046,3,0,2,0,Aspilets Tab 100 mg 100's,Dus,HX5A250 / Sep-27,1,"64,000",,"64,000",, - , - ,Penjualan,SYARIF,
12/2/2026,INV.KMS.2600465,DK00059,APOTIK ANTANG RAYA FARMA,KF001051,KF00105,1,22,2,Generik,Clopidogrel 75 mg (KF) 30's,Dus,G41520N / Jul-26,10,"57,500",70,"172,500","172,500","18,975","191,475",Penjualan,SYARIF,
12/2/2026,INV.KMS.2600466,DK00294,APOTEK K-24 TAMALATE RAYA,KF000352,KF00035,2,43,2,OTC,Batugin Elixir 300 ml,Botol,K51841N / Nov-27,2,"48,268",,"96,536","230,861","25,395","256,256",Penjualan,SYARIF,
12/2/2026,INV.KMS.2600466,DK00294,APOTEK K-24 TAMALATE RAYA,SG000062,SG00006,2,26,2,0,Cessa KIDS Biru Happy Nose EO 8 ml,Pcs,T216MLY / Des-28,3,"24,775",,"74,325",, - , - ,Penjualan,SYARIF,
12/2/2026,INV.KMS.2600466,DK00294,APOTEK K-24 TAMALATE RAYA,SE000011,SE00001,1,47,2,0,Plossa Eucalyptus 10 ml,Pcs,014C25 / Mar-27,6,"10,000",,"60,000",, - , - ,Penjualan,SYARIF,
12/2/2026,INV.KMS.2600467,DK00294,APOTEK K-24 TAMALATE RAYA,KF000521,KF00052,1,2,2,OTC,Bedak Marcks Active Creme 20 gr,Pot,J21528S / Okt-27,3,"23,700",5,"67,545","67,545","7,430","74,975",Penjualan,SYARIF,
12/2/2026,INV.KMS.2600468,DK00400,APOTEK RSU HIKMAH,KF000061,KF00006,1,158,2,Generik,Antihemoroid Suppo (KF) 10's,Dus,J52025W / Okt-27,10,"36,300",,"363,000","363,000","39,930","402,930",Penjualan,SYARIF,
12/2/2026,12612002222,TSJ0030,PT. Tri Sapta Jaya,BF000522,BF00052,2,6,1,Generik,"Betametason Valerate 0,1% Krim (Berno) 5g",Dus,LCN18854 / Des-28,16,"63,750",,"1,020,000","1,020,000","112,200","1,132,200",Barang Masuk,APJ,
12/2/2026,INV.KMS.2600469,DK00400,APOTEK RSU HIKMAH,BF000491,BF00049,1,0,2,0,Cefixime Sirup (Berno) 30 ml,Botol,SKK33854 / Sep-27,15,"12,000",10,"162,000","388,125","42,694","430,819",Penjualan,SYARIF,
12/2/2026,INV.KMS.2600469,DK00400,APOTEK RSU HIKMAH,BF000492,BF00049,2,79,2,0,Cefixime Sirup (Berno) 30 ml,Botol,SKN48154 / Des-27,5,"12,000",10,"54,000",, - , - ,Penjualan,SYARIF,
12/2/2026,INV.KMS.2600469,DK00400,APOTEK RSU HIKMAH,BF000522,BF00052,2,6,2,Generik,"Betametason Valerate 0,1% Krim (Berno) 5g",Dus,LCN18854 / Des-28,3,"63,750",10,"172,125",, - , - ,Penjualan,SYARIF,
12/2/2026,INV.KMS.2600470,LK00077,APOTEK UBM MEDIKA BARRU 1,EP000291,EP00029,1,7,2,0,Minyak Gandapura 30 ml,Botol,PN01305 / Nov-30,5,"7,067",,"35,335","572,192","62,941","635,133",Penjualan,ANGGA,
12/2/2026,INV.KMS.2600470,LK00077,APOTEK UBM MEDIKA BARRU 1,EP000301,EP00030,1,0,2,0,Minyak Gandapura 60 ml,Botol,PI03207 / Okt-30,4,"11,937",,"47,748",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600470,LK00077,APOTEK UBM MEDIKA BARRU 1,US000131,US00013,1,21,2,0,Hot in Cream Tube 120 gr ,Tube,24F03852 / Jun-27,2,"30,000",,"60,000",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600470,LK00077,APOTEK UBM MEDIKA BARRU 1,US000121,US00012,1,8,2,0,Hot in Cream Tube 60 gr ,Tube,24G04640 / Jul-27,3,"18,000",,"54,000",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600470,LK00077,APOTEK UBM MEDIKA BARRU 1,EP000031,EP00003,1,0,2,0,MKP (Cap Lang) 120 ml ,Botol,PE01608 / Mei-30,2,"36,135",,"72,270",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600470,LK00077,APOTEK UBM MEDIKA BARRU 1,SG000012,SG00001,2,48,2,0,Cessa BABY Biru Happy Nose EO 8 ml,Pcs,T201SKY / Nov-28,5,"27,749",,"138,745",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600470,LK00077,APOTEK UBM MEDIKA BARRU 1,CC000071,CC00007,1,5,2,0,Herocyn 50 gr,Pcs,25HD125 / Aug-29,3,"7,300",,"21,900",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600470,LK00077,APOTEK UBM MEDIKA BARRU 1,DV000471,DV00047,1,0,2,0,Degirol Tab 100's ,Dus,GX5A169 / Aug-29,1,"116,994",,"116,994",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600470,LK00077,APOTEK UBM MEDIKA BARRU 1,EP000101,EP00010,1,0,2,0,GPU Cair Sereh 30 ml,Botol,PD07106 / Sep-30,3,"8,400",,"25,200",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600471,LK00077,APOTEK UBM MEDIKA BARRU 1,HF000101,HF00010,1,0,2,0,Hufagripp Demam Sirup 60 ml,Botol,E400105 / Jun-27,2,"14,850",,"29,700","481,011","52,911","533,922",Penjualan,ANGGA,
12/2/2026,INV.KMS.2600471,LK00077,APOTEK UBM MEDIKA BARRU 1,HF000102,HF00010,2,46,2,0,Hufagripp Demam Sirup 60 ml,Botol,E400115 / Jul-27,1,"14,850",,"14,850",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600471,LK00077,APOTEK UBM MEDIKA BARRU 1,TM000132,TM00013,2,21,2,0,Vitamin C IPI 45's,Botol,110855 / Nov-27,5,"5,510",,"27,550",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600471,LK00077,APOTEK UBM MEDIKA BARRU 1,SL000021,SL00002,1,32,2,0,Ambroxol 30 mg (SLF) 100's,Dus,53465 / Aug-28,1,"20,631",,"20,631",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600471,LK00077,APOTEK UBM MEDIKA BARRU 1,US000182,US00018,2,11,2,0,Freshcare Smash Inhaler Roll On 8 ml,Pcs,25N08907 / Nov-28,12,"11,560",,"138,720",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600471,LK00077,APOTEK UBM MEDIKA BARRU 1,EL000022,EL00002,2,18,2,0,Erlamycetin Tetes Telinga 1% 10 ml,Botol,D0660089 / Mei-27,2,"12,500",,"25,000",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600471,LK00077,APOTEK UBM MEDIKA BARRU 1,MP000021,MP00002,1,8,2,0,Zinc Sulfate Sirup (Mepro) 60 ml,Botol,E5F601 / Jun-27,2,"6,500",,"13,000",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600471,LK00077,APOTEK UBM MEDIKA BARRU 1,JJ000041,JJ00004,1,28,2,0,Combantrin Sirup Rasa Jeruk 10 ml,Botol,NA1601 / Jul-28,5,"18,312",,"91,560",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600471,LK00077,APOTEK UBM MEDIKA BARRU 1,SE000011,SE00001,1,47,2,0,Plossa Eucalyptus 10 ml,Pcs,014C25 / Mar-27,12,"10,000",,"120,000",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600472,LK00077,APOTEK UBM MEDIKA BARRU 1,PG000043,PG00004,3,20,2,OOT,Vicks Formula 44 Anak Strawberry 27 ml,Botol,51986298H1 / Jul-27,5,"11,440",,"57,200","453,244","49,857","503,101",Penjualan,ANGGA,
12/2/2026,INV.KMS.2600472,LK00077,APOTEK UBM MEDIKA BARRU 1,PG000051,PG00005,1,0,2,OOT,Vicks Formula 44 Anak Strawberry 54 ml,Botol,51636298G1 / Jun-27,5,"21,331",,"106,655",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600472,LK00077,APOTEK UBM MEDIKA BARRU 1,PG000081,PG00008,1,7,2,OOT,Vicks Formula 44 Dewasa 100 ml,Botol,51756298C1 / Jun-27,5,"31,142",,"155,710",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600472,LK00077,APOTEK UBM MEDIKA BARRU 1,PG000072,PG00007,2,118,2,OOT,Vicks Formula 44 Dewasa 54 ml,Botol,52146298A1 / Aug-27,7,"19,097",,"133,679",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600473,LK00077,APOTEK UBM MEDIKA BARRU 1,PM000013,PM00001,3,7,2,Mengandung Prekursor,Pim-Tra-Kol Sirup Lemon 60 ml,Botol,B1507009 / Jul-27,7,"13,125",,"91,875","773,526","85,088","858,614",Penjualan,ANGGA,
12/2/2026,INV.KMS.2600473,LK00077,APOTEK UBM MEDIKA BARRU 1,DV000102,DV00010,2,21,2,Mengandung Prekursor,Stop Cold Dragee Tab 60's,Dus,GX5A002 / Jul-27,3,"40,923",,"122,769",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600473,LK00077,APOTEK UBM MEDIKA BARRU 1,CC000052,CC00005,2,10,2,Mengandung Prekursor,Demacolin Tab 100's,Dus,25IA023 / Sep-29,2,"46,750",,"93,500",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600473,LK00077,APOTEK UBM MEDIKA BARRU 1,HF000091,HF00009,1,0,2,Mengandung Prekursor,Hufagripp BP Berdahak Sirup 60 ml,Botol,E100205 / Sep-27,5,"16,430",,"82,150",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600473,LK00077,APOTEK UBM MEDIKA BARRU 1,HF000041,HF00004,1,4,2,Mengandung Prekursor,Hufagripp Pilek Sirup 60 ml,Botol,C600125 / Mei-28,5,"15,816",,"79,080",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600473,LK00077,APOTEK UBM MEDIKA BARRU 1,HF000011,HF00001,1,41,2,Mengandung Prekursor,Hufagripp Flu & Batuk Sirup 60 ml,Botol,A901985 / Okt-28,7,"21,620",,"151,340",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600473,LK00077,APOTEK UBM MEDIKA BARRU 1,KX000121,KX00012,1,0,2,Mengandung Prekursor,Siladex Cough & Cold 60 ml,Botol,F25A02 / Jun-28,3,"13,384",,"40,152",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600473,LK00077,APOTEK UBM MEDIKA BARRU 1,GS000011,GS00001,1,0,2,Mengandung Prekursor,Actifed Plus Expectorant 60 ml,Dus,DH9P / Jun-28,2,"56,330",,"112,660",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600474,LK00077,APOTEK UBM MEDIKA BARRU 1,BF000522,BF00052,2,6,2,Generik,"Betametason Valerate 0,1% Krim (Berno) 5g",Dus,LCN18854 / Des-28,1,"63,750",10,"57,375","57,375","6,311","63,686",Penjualan,ANGGA,
12/2/2026,INV.KMS.2600475,LK00077,APOTEK UBM MEDIKA BARRU 1,EP000421,EP00042,1,25,2,0,Kool Fever Dewasa 6's,Dus ,XXXXX / Nov-28,1,"40,013",,"40,013","364,709","40,118","404,827",Penjualan,ANGGA,
12/2/2026,INV.KMS.2600475,LK00077,APOTEK UBM MEDIKA BARRU 1,EP000412,EP00041,2,0,2,0,Kool Fever Anak 12's,Dus ,XXXXX / Aug-28,1,"72,648",,"72,648",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600475,LK00077,APOTEK UBM MEDIKA BARRU 1,DX000101,DX00010,1,28,2,0,Propylthiaouracil 100 mg (Dexa) 100's,Dus,56F7018 / Mei-29,1,"60,000",,"60,000",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600475,LK00077,APOTEK UBM MEDIKA BARRU 1,TM000051,TM00005,1,0,2,0,Bodrex Tab 20's,Dus,080505 / Jul-30,12,"8,050",,"96,600",, - , - ,Penjualan,ANGGA,
12/2/2026,INV.KMS.2600475,LK00077,APOTEK UBM MEDIKA BARRU 1,KF000162,KF00016,2,0,2,Generik,"Hidrokortison 2,5% Krim (KF) 5g",Tube ,B50472W / Feb-27,24,"3,977",,"95,448",, - , - ,Penjualan,ANGGA,
13/02/2026,68260011960,AAM0004,PT. Anugrah Argon Medica,PS000041,PS00004,1,3,1,Mengandung Prekursor,Noza Kaplet 100's,Dus,86046036 / Sep-27,10,"110,000",,"1,100,000","1,100,000","121,000","1,221,000",Barang Masuk,APJ,
13/02/2026,INV.KMS.2600476,DK00313,APOTEK ASSYAFA MARWA,KF000162,KF00016,2,0,2,Generik,"Hidrokortison 2,5% Krim (KF) 5g",Tube ,B50472W / Feb-27,48,"3,977",,"190,896","190,896","20,999","211,895",Penjualan,ANGGA,
13/02/2026,INV.KMS.2600477,DK00242,APOTEK K-24 PALLANGGA,SG000062,SG00006,2,26,2,0,Cessa KIDS Biru Happy Nose EO 8 ml,Pcs,T216MLY / Des-28,5,"24,775",,"123,875","123,875","13,626","137,501",Penjualan,SYARIF,
13/02/2026,INV.KMS.2600478,DK00242,APOTEK K-24 PALLANGGA,TR000042,TR00004,2,0,2,0,Antasida DOEN (Triman) 100's,Dus,H25047 / Jul-28,3,"19,145",40,"34,461","243,573","26,793","270,366",Penjualan,SYARIF,
13/02/2026,INV.KMS.2600478,DK00242,APOTEK K-24 PALLANGGA,KF000711,KF00071,1,40,2,Ethical,Nitrokaf Retard (KF) 100's,Dus,J51732N / Okt-27,1,"246,014",15,"209,112",, - , - ,Penjualan,SYARIF,
13/02/2026,INV.KMS.2600479,DK00336,RSIA CAHAYA MEDIKA,KF000341,KF00034,1,0,2,OTC,Batugin Elixir 120 ml,Botol,H51286N / Aug-27,1,"28,004",,"28,004","279,129","30,704","309,833",Penjualan,ANGGA,
13/02/2026,INV.KMS.2600479,DK00336,RSIA CAHAYA MEDIKA,KF000481,KF00048,1,242,2,OTC,Bedak Marcks Creme 40gr,Pot,H50579S / Aug-30,1,"16,125",,"16,125",, - , - ,Penjualan,ANGGA,
13/02/2026,INV.KMS.2600479,DK00336,RSIA CAHAYA MEDIKA,NP000091,NP00009,1,12,2,0,Ciprofloxacin 500 mg (Nova) 100's,Dus,2505-02-108 / Mei-29,5,"47,000",,"235,000",, - , - ,Penjualan,ANGGA,
13/02/2026,INV.KMS.2600480,DK00430,APOTEK AORTA ,US000031,US00003,1,15,2,0,Freshcare Smash Matcha Inhaler Roll On 8 ml,Pcs,25N08349 / Nov-28,12,"11,560",,"138,720","547,464","60,221","607,685",Penjualan,SYARIF,
13/02/2026,INV.KMS.2600480,DK00430,APOTEK AORTA ,US000201,US00020,1,0,2,0,Freshcare Vapobalm Matcha 10 gr,Pcs,25K06529 / Sep-28,6,"11,560",,"69,360",, - , - ,Penjualan,SYARIF,
13/02/2026,INV.KMS.2600480,DK00430,APOTEK AORTA ,DV000031,DV00003,1,0,2,0,Vicee Lemon Tab 100's,Dus,FX5A022 / Jun-27,1,"63,688",,"63,688",, - , - ,Penjualan,SYARIF,
13/02/2026,INV.KMS.2600480,DK00430,APOTEK AORTA ,DV000062,DV00006,2,7,2,0,Vicee Grape Tab 100's,Dus,FX5A119 / Jun-27,1,"63,688",,"63,688",, - , - ,Penjualan,SYARIF,
13/02/2026,INV.KMS.2600480,DK00430,APOTEK AORTA ,DV000071,DV00007,1,0,2,0,Vicee Strawbery Tab 100's,Dus,FX5A235 / Jul-27,1,"63,688",,"63,688",, - , - ,Penjualan,SYARIF,
13/02/2026,INV.KMS.2600480,DK00430,APOTEK AORTA ,DV000051,DV00005,1,63,2,0,Silex Sirup 100 ml,Botol,VE1253 / Mei-27,2,"74,160",,"148,320",, - , - ,Penjualan,SYARIF,
13/02/2026,INV.KMS.2600481,DK00059,APOTIK ANTANG RAYA FARMA,PS000041,PS00004,1,3,2,Mengandung Prekursor,Noza Kaplet 100's,Dus,86046036 / Sep-27,2,"110,000",,"220,000","220,000","24,200","244,200",Penjualan,SYARIF,
13/02/2026,INV.KMS.2600482,DK00132,APOTEK PERRENIAL,DV000031,DV00003,1,0,2,0,Vicee Lemon Tab 100's,Dus,FX5A022 / Jun-27,1,"63,688",,"63,688","384,728","42,320","427,048",Penjualan,ANGGA,
13/02/2026,INV.KMS.2600482,DK00132,APOTEK PERRENIAL,DV000041,DV00004,1,0,2,0,Vicee Orange Tab 100's,Dus,GX5A085 / Jul-27,1,"63,688",,"63,688",, - , - ,Penjualan,ANGGA,
13/02/2026,INV.KMS.2600482,DK00132,APOTEK PERRENIAL,KF001402,KF00140,2,0,2,Generik,Miconazole 2% Krim (KF) 10g,Dus,H51372W / Aug-28,1,"103,512",,"103,512",, - , - ,Penjualan,ANGGA,
13/02/2026,INV.KMS.2600482,DK00132,APOTEK PERRENIAL,IF000141,IF00014,1,0,2,0,"Paracetamol Drops 60 mg/0,6 ml (Ifars) 15 ml",Botol,UF00J / Okt-27,6,"10,890",,"65,340",, - , - ,Penjualan,ANGGA,
13/02/2026,INV.KMS.2600482,DK00132,APOTEK PERRENIAL,NP000051,NP00005,1,0,2,0,Ibuprofen 400 mg (Nova) 100's,Dus,2508-17-134 / Aug-27,3,"29,500",,"88,500",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600483,LK00079,APOTEK ZAYYAN FARMA,DV000391,DV00039,1,24,2,0,Natur E White 16's ,Dus,5EF1242 / Jun-27,3,"44,802",5,"127,686","360,573","39,663","400,237",Penjualan,ANGGA,
14/02/2026,INV.KMS.2600483,LK00079,APOTEK ZAYYAN FARMA,DV000401,DV00040,1,76,2,0,Natur E White 32's ,Dus,5EE1026 / Mei-27,3,"81,715",5,"232,888",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600484,LK00079,APOTEK ZAYYAN FARMA,PM000081,PM00008,1,0,2,0,CTM Tab (PIM) 288's,Pack,09501001 / Jan-30,1,"17,640",,"17,640","1,120,974","123,307","1,244,281",Penjualan,ANGGA,
14/02/2026,INV.KMS.2600484,LK00079,APOTEK ZAYYAN FARMA,MI000061,MI00006,1,25,2,0,Laserin Madu Sirup 100 ml,Botol,007304 / Apr-27,3,"18,968",,"56,904",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600484,LK00079,APOTEK ZAYYAN FARMA,CB000033,CB00003,3,37,2,0,Salep Ichtyol (CITO) 15 g,Pot,JY07Z1A / Okt-29,24,"7,500",,"180,000",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600484,LK00079,APOTEK ZAYYAN FARMA,TJ000011,TJ00001,1,2,2,0,Madu TJ Murni 150 gr,Botol,25K06848 / Sep-29,6,"20,200",,"121,200",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600484,LK00079,APOTEK ZAYYAN FARMA,TJ000021,TJ00002,1,10,2,0,Madu TJ Murni 250 gr,Botol,25N08187 / Okt-29,3,"31,000",,"93,000",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600484,LK00079,APOTEK ZAYYAN FARMA,KL000021,KL00002,1,2,2,0,Neuralgin Rx Tab 100's,Dus,KTNLGG51132 / Jan-27,2,"106,000",,"212,000",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600484,LK00079,APOTEK ZAYYAN FARMA,MC000041,MC00004,1,8,2,0,Neurobion Forte Tab 50's,Dus,L0916813 / Mar-28,1,"206,605",,"206,605",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600484,LK00079,APOTEK ZAYYAN FARMA,PG000023,PG00002,3,17,2,0,Vicks Vaporub 25gr,Pcs,51506298X1 / Mei-27,5,"18,976",,"94,880",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600484,LK00079,APOTEK ZAYYAN FARMA,SG000021,SG00002,1,0,2,0,Cessa BABY Merah Fedrop EO 8 ml,Pcs,T202HIY / Sept-28,5,"27,749",,"138,745",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600485,LK00079,APOTEK ZAYYAN FARMA,EP000101,EP00010,1,0,2,0,GPU Cair Sereh 30 ml,Botol,PD07106 / Sep-30,10,"8,400",,"84,000","956,216","105,184","1,061,400",Penjualan,ANGGA,
14/02/2026,INV.KMS.2600485,LK00079,APOTEK ZAYYAN FARMA,EP000161,EP00016,1,0,2,0,MKP (Cap Lang) 210 ml,Botol,PD00211 / Sep-30,2,"60,223",,"120,446",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600485,LK00079,APOTEK ZAYYAN FARMA,EP000162,EP00016,2,9,2,0,MKP (Cap Lang) 210 ml,Botol,PI01711 / Okt-30,3,"60,223",,"180,669",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600485,LK00079,APOTEK ZAYYAN FARMA,EP000171,EP00017,1,9,2,0,Telon Lang 15 ml,Botol,NG00602 / Des-29,5,"4,769",,"23,845",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600485,LK00079,APOTEK ZAYYAN FARMA,US000061,US00006,1,16,2,0,Hot in Cream Botol Strong 60 gr (Merah),Botol,25E03757 / Jun-28,5,"14,200",,"71,000",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600485,LK00079,APOTEK ZAYYAN FARMA,US000111,US00011,1,97,2,0,Hot in DCL 120 gr,Tube,25K06984 / Sep-27,3,"30,702",,"92,106",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600485,LK00079,APOTEK ZAYYAN FARMA,CM000081,CM00008,1,0,2,0,OBHC Batuk Berdahak Menthol 100 ml,Botol,5NK021 / Okt-27,4,"14,910",,"59,640",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600485,LK00079,APOTEK ZAYYAN FARMA,CM000082,CM00008,2,0,2,0,OBHC Batuk Berdahak Menthol 100 ml,Botol,5NK160 / Okt-27,1,"14,910",,"14,910",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600485,LK00079,APOTEK ZAYYAN FARMA,PS000271,PS00027,1,0,2,0,Antimo Tab Dewasa 720's,Dus,86002327 / Okt-30,1,"309,600",,"309,600",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600486,LK00079,APOTEK ZAYYAN FARMA,EP000071,EP00007,1,0,2,0,MKP (Cap Lang) 15 ml ,Botol,PI00114 / Okt-30,12,"5,439",,"65,268","642,132","70,635","712,767",Penjualan,ANGGA,
14/02/2026,INV.KMS.2600486,LK00079,APOTEK ZAYYAN FARMA,EP000031,EP00003,1,0,2,0,MKP (Cap Lang) 120 ml ,Botol,PE01608 / Mei-30,12,"36,135",,"433,620",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600486,LK00079,APOTEK ZAYYAN FARMA,EP000301,EP00030,1,0,2,0,Minyak Gandapura 60 ml,Botol,PI03207 / Okt-30,3,"11,937",,"35,811",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600486,LK00079,APOTEK ZAYYAN FARMA,EP000302,EP00030,2,0,2,0,Minyak Gandapura 60 ml,Botol,PI03307 / Okt-30,9,"11,937",,"107,433",, - , - ,Penjualan,ANGGA,
14/02/2026,INV.KMS.2600487,DK00443,APOTEK ALBY CARE,GS000011,GS00001,1,0,2,Mengandung Prekursor,Actifed Plus Expectorant 60 ml,Dus,DH9P / Jun-28,3,"56,330",,"168,990","168,990","18,589","187,579",Penjualan,ANGGA,
14/02/2026,INV.KMS.2600488,DK00338,APOTEK VITA FARMA,EX000051,EX00005,1,0,2,0,Domperidone Sirup (Erlimpex) 60 ml,Botol,S.23250131 / Sep-27,10,"5,000",,"50,000","322,000","35,420","357,420",Penjualan,SYARIF,
14/02/2026,INV.KMS.2600488,DK00338,APOTEK VITA FARMA,MP000021,MP00002,1,8,2,0,Zinc Sulfate Sirup (Mepro) 60 ml,Botol,E5F601 / Jun-27,10,"6,500",,"65,000",, - , - ,Penjualan,SYARIF,
14/02/2026,INV.KMS.2600488,DK00338,APOTEK VITA FARMA,AF000191,AF00019,1,0,2,0,Vitamin C 50 mg (AFI) 100's,Dus,E20506 / Mei-28 ,1,"10,350",,"10,350",, - , - ,Penjualan,SYARIF,
14/02/2026,INV.KMS.2600488,DK00338,APOTEK VITA FARMA,AF000192,AF00019,2,0,2,0,Vitamin C 50 mg (AFI) 100's,Dus,G10512 / Jul-28,6,"10,350",,"62,100",, - , - ,Penjualan,SYARIF,
14/02/2026,INV.KMS.2600488,DK00338,APOTEK VITA FARMA,AF000194,AF00019,4,13,2,0,Vitamin C 50 mg (AFI) 100's,Dus,G50502 / Aug-28,13,"10,350",,"134,550",, - , - ,Penjualan,SYARIF,
14/02/2026,12612002312,TSJ0030,PT. Tri Sapta Jaya,PG000142,PG00014,2,80,1,0,Baby Balm 20 gr,Pcs,5063C56707 / Feb-27,120,"22,146",,"2,657,520","15,266,345","1,679,298","16,945,643",Barang Masuk,APJ,
14/02/2026,12612002312,TSJ0030,PT. Tri Sapta Jaya,MC000073,MC00007,3,9,1,0,Neurobion 5000 Injeksi 20's,Dus,5232D14336 / Aug-27,12,"336,671",,"4,040,052",, - , - ,Barang Masuk,APJ,
14/02/2026,12612002312,TSJ0030,PT. Tri Sapta Jaya,MC000041,MC00004,1,8,1,0,Neurobion Forte Tab 50's,Dus,L0916813 / Mar-28,15,"206,605",,"3,099,075",, - , - ,Barang Masuk,APJ,
