Tanggal,NO INVOICE,Kode Customer / Vendor,Nama Customer / Vendor,Gabungan,Kode Barang,Kode Batch,Stok,Kode Mutasi,Jenis Barang,Nama Barang,Satuan,BATCH / ED,Qty, Harga Satuan (HNA) ,DISC, Nilai ,TOTAL, PPN , TOTAL BAYAR ,Keterangan,Salesman,ALASAN RETUR
3/1/2026,INV.KMS.2600001,DK00214,APOTEK ZAM ZAM FARMA,MU000041,MU00004,1,0,2,0,Salbutamol 2 mg (MUS) 100's,Dus,2506101 / Jun-27,2,"13,800",,"27,600","100,200","11,022","111,222",Penjualan,ANGGA,
3/1/2026,INV.KMS.2600001,DK00214,APOTEK ZAM ZAM FARMA,KF000061,KF00006,1,158,2,Generik,Antihemoroid Suppo (KF) 10's,Dus,J52025W / Okt-27,2,"36,300",,"72,600",, - , - ,Penjualan,ANGGA,
3/1/2026,INV.KMS.2600002,DK00553,APOTEK BUNGA FARMA,SG000021,SG00002,1,0,2,0,Cessa BABY Merah Fedrop EO 8 ml,Pcs,T202HIY / Sept-28,6,"27,749",,"166,494","166,494","18,314","184,808",Penjualan,ANGGA,
3/1/2026,INV.KMS.2600003,DK00553,APOTEK BUNGA FARMA,PG000071,PG00007,1,0,2,OOT,Vicks Formula 44 Dewasa 54 ml,Botol,51696298B1 / Jun-27,5,"19,097",,"95,485","95,485","10,503","105,988",Penjualan,ANGGA,
3/1/2026,INV.KMS.2600004,DK00220,APOTIK SUMBER REJEKI,DV000101,DV00010,1,0,2,Mengandung Prekursor,Stop Cold Dragee Tab 60's,Dus,FX5A001 / Jun-27,3,"40,923",,"122,769","122,769","13,505","136,274",Penjualan,ANGGA,
3/1/2026,INV.KMS.2600005,DK00266,APOTEK KARTINI,KF000111,KF00011,1,24,2,Generik,"Clonidine 0,15 mg (KF) 100's",Dus,G51126N / Jul-27,1,"23,000",,"23,000","108,000","11,880","119,880",Penjualan,ANGGA,
3/1/2026,INV.KMS.2600005,DK00266,APOTEK KARTINI,HJ000101,HJ00010,1,11,2,0,Ranitidine HCl 150 mg (HJ) NEW 200's,Dus,HTRNTC53426 / Mei-27,2,"42,500",,"85,000",, - , - ,Penjualan,ANGGA,
3/1/2026,INV.KMS.2600006,DK00443,APOTEK ALBY CARE,IF000231,IF00023,1,0,2,0,Histigo 6 mg NEW 100's ,Dus,JC01P / Jun-28,2,"50,000",,"100,000","314,296","34,573","348,869",Penjualan,ANGGA,
3/1/2026,INV.KMS.2600006,DK00443,APOTEK ALBY CARE,NP000431,NP00043,1,0,2,0,Mefenamic Acid 500 mg (Nova) 100's,Dus,2510-06120 / Okt-27,2,"25,000",,"50,000",, - , - ,Penjualan,ANGGA,
3/1/2026,INV.KMS.2600006,DK00443,APOTEK ALBY CARE,EP000411,EP00041,1,0,2,0,Kool Fever Anak 12's,Dus ,XXXXX / Jun-28,2,"72,648",,"145,296",, - , - ,Penjualan,ANGGA,
3/1/2026,INV.KMS.2600006,DK00443,APOTEK ALBY CARE,BF000451,BF00045,1,0,2,0,Diclofenac Sodium 50 mg (Berno) 100's,Dus,TSJ98354 / Aug-30,1,"19,000",,"19,000",, - , - ,Penjualan,ANGGA,
3/1/2026,INV.KMS.2600007,DK00283,APOTEK SALSABILA FARMA,SM000011,SM00001,1,0,2,0,Tolak Angin Cair 12's,Dus,TACD12 / Jul-27,1,"41,500",,"41,500","226,249","24,887","251,136",Penjualan,SYARIF,
3/1/2026,INV.KMS.2600007,DK00283,APOTEK SALSABILA FARMA,CM000091,CM00009,1,12,2,0,"Insto Cool Tetes Mata 7,5 ml",Botol,2561032 / Jul-27,2,"14,577",,"29,154",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600007,DK00283,APOTEK SALSABILA FARMA,CM000101,CM00010,1,0,2,0,"Insto Reguler Tetes Mata 7,5 ml",Botol,2549036 / Sep-29,2,"12,894",,"25,788",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600007,DK00283,APOTEK SALSABILA FARMA,EL000071,EL00007,1,193,2,0,Ambroxol Sirup (Erela) 60 ml,Botol,S2960127 / Okt-27,3,"6,325",,"18,975",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600007,DK00283,APOTEK SALSABILA FARMA,PM000041,PM00004,1,98,2,0,Paracetamol Sirup Rasa Strawberry (PIM) 60 ml,Botol,64510018 / Apr-28,5,"4,000",,"20,000",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600007,DK00283,APOTEK SALSABILA FARMA,JJ000021,JJ00002,1,0,2,0,Mylanta Liquid 50 ml,Botol,B14P0351 / Aug-28,1,"15,007",,"15,007",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600007,DK00283,APOTEK SALSABILA FARMA,IM000151,IM00015,1,34,2,0,Piroxicam 20 mg (IFI) 120's,Dus,24810505 / Mei-28,1,"23,500",,"23,500",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600007,DK00283,APOTEK SALSABILA FARMA,NP000241,NP00024,1,3,2,0,Ibuprofen 200 mg (Nova) 100's,Dus,241107177 / Nov-27,1,"23,575",,"23,575",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600007,DK00283,APOTEK SALSABILA FARMA,RM000041,RM00004,1,0,2,0,Ibuprofen 400 mg (Rama) 100's,Dus,T08018BE / Aug-28,1,"28,750",,"28,750",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600008,DK00283,APOTEK SALSABILA FARMA,PM000081,PM00008,1,0,2,0,CTM Tab (PIM) 288's,Pack,09501001 / Jan-30,1,"17,640",,"17,640","442,752","48,703","491,455",Penjualan,SYARIF,
3/1/2026,INV.KMS.2600008,DK00283,APOTEK SALSABILA FARMA,NP000031,NP00003,1,0,2,0,Amoxicillin 500 mg (Nova) 100's,Dus,250648115 / Jun-29  ,1,"48,500",,"48,500",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600008,DK00283,APOTEK SALSABILA FARMA,NP000281,NP00028,1,0,2,0,Ampicillin 500 mg (Nova) 100's,Dus,2506-19-116 / Jun-27,1,"51,000",,"51,000",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600008,DK00283,APOTEK SALSABILA FARMA,PM000021,PM00002,1,0,2,0,Parasetamol 500 mg (PIM) 100's,Dus,05507151 / Jul-29,2,"20,900",,"41,800",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600008,DK00283,APOTEK SALSABILA FARMA,TM000051,TM00005,1,0,2,0,Bodrex Tab 20's,Dus,080505 / Jul-30,12,"8,050",,"96,600",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600008,DK00283,APOTEK SALSABILA FARMA,NP000451,NP00045,1,0,2,0,Vitamin B Complex 150 mg (Nova) 100's,Dus,250911379 / Sep-27,3,"11,500",,"34,500",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600008,DK00283,APOTEK SALSABILA FARMA,AF000191,AF00019,1,0,2,0,Vitamin C 50 mg (AFI) 100's,Dus,E20506 / Mei-28 ,3,"10,350",,"31,050",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600008,DK00283,APOTEK SALSABILA FARMA,NP000431,NP00043,1,0,2,0,Mefenamic Acid 500 mg (Nova) 100's,Dus,2510-06120 / Okt-27,3,"25,000",,"75,000",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600008,DK00283,APOTEK SALSABILA FARMA,RM000121,RM00012,1,0,2,0,Amlodipine Besilate 10 mg (Rama) 100's,Dus,T01040BE / Jan-28,3,"15,554",,"46,662",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600009,DK00283,APOTEK SALSABILA FARMA,NU000021,NU00002,1,3,2,0,Acetylcysteine 200 mg (Nulab) 50's,Dus,N2505067 / Mei-27,1,"100,000",,"100,000","345,751","38,033","383,784",Penjualan,SYARIF,
3/1/2026,INV.KMS.2600009,DK00283,APOTEK SALSABILA FARMA,SL000061,SL00006,1,0,2,0,Allopurinol 100 mg (SLF) 100's ,Dus,52930 / Jun-27,1,"23,000",,"23,000",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600009,DK00283,APOTEK SALSABILA FARMA,NP000381,NP00038,1,11,2,0,Zinc Sulfate 20 mg (Nova) 100's,Dus,2511-04-350 / Nov-27,1,"25,000",,"25,000",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600009,DK00283,APOTEK SALSABILA FARMA,EP000071,EP00007,1,0,2,0,MKP (Cap Lang) 15 ml ,Botol,PI00114 / Okt-30,3,"5,439",,"16,317",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600009,DK00283,APOTEK SALSABILA FARMA,EP000011,EP00001,1,0,2,0,MKP (Cap Lang) 30 ml ,Botol,PD00817 / Sep-30,3,"9,932",,"29,796",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600009,DK00283,APOTEK SALSABILA FARMA,EP000021,EP00002,1,0,2,0,MKP (Cap Lang) 60 ml ,Botol,PD00509 / Sep-30,3,"18,730",,"56,190",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600009,DK00283,APOTEK SALSABILA FARMA,KF000161,KF00016,1,0,2,Generik,"Hidrokortison 2,5% Krim (KF) 5g",Tube ,B50470W / Feb-27,24,"3,977",,"95,448",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600010,DK00115,APOTEK IRSAF,DV000121,DV00012,1,0,2,Mengandung Prekursor,Paratusin Tab 200's,Dus,FX5A066 / Jul-27,1,"278,200",,"278,200","278,200","30,602","308,802",Penjualan,ANGGA,
3/1/2026,INV.KMS.2600011,DK00430,APOTEK AORTA ,DV000361,DV00036,1,0,2,Mengandung Prekursor,Decolsin Caps 100's,Dus,24195001 / Okt-27,1,"73,439",,"73,439","454,839","50,032","504,871",Penjualan,SYARIF,
3/1/2026,INV.KMS.2600011,DK00430,APOTEK AORTA ,DV000121,DV00012,1,0,2,Mengandung Prekursor,Paratusin Tab 200's,Dus,FX5A066 / Jul-27,1,"278,200",,"278,200",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600011,DK00430,APOTEK AORTA ,DV000131,DV00013,1,0,2,Mengandung Prekursor,Paratusin Sirup 60 ml,Botol,5EG1584 / Aug-27,3,"34,400",,"103,200",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600012,DK00430,APOTEK AORTA ,GN000041,GN00004,1,1,2,0,Beruang Minyak Gosok 350 ml,Botol,GJaX / Des-29,1,"129,410",,"129,410","896,491","98,614","995,105",Penjualan,SYARIF,
3/1/2026,INV.KMS.2600012,DK00430,APOTEK AORTA ,GN000021,GN00002,1,0,2,0,Beruang Minyak Gosok 120 ml,Botol,GKaX / Des-29,3,"51,750",,"155,250",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600012,DK00430,APOTEK AORTA ,MC000071,MC00007,1,0,2,0,Neurobion 5000 Injeksi 20's,Dus,5148D14325 / Mei-27,1,"336,671",,"336,671",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600012,DK00430,APOTEK AORTA ,PG000022,PG00002,2,0,2,0,Vicks Vaporub 25gr,Pcs,51116298X1 / Apr-27,2,"18,976",,"37,952",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600012,DK00430,APOTEK AORTA ,PG000021,PG00002,1,0,2,0,Vicks Vaporub 25gr,Pcs,51056298X1 / Apr-27,1,"18,976",,"18,976",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600012,DK00430,APOTEK AORTA ,EP000081,EP00008,1,22,2,0,Balsem Aktiv 20 gr,Pcs,PC00254 / Jul-30,6,"7,445",,"44,670",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600012,DK00430,APOTEK AORTA ,US000031,US00003,1,15,2,0,Freshcare Smash Matcha Inhaler Roll On 8 ml,Pcs,25N08349 / Nov-28,12,"11,560",,"138,720",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600012,DK00430,APOTEK AORTA ,MF000011,MF00001,1,0,2,0,Betadine Solutio 5 ml,Botol,DB25031 / Mar-29,6,"5,807",,"34,842",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600013,DK00548,APOTEK K-24 AROEPALA,TW000011,TW00001,1,0,2,0,Tawon Minyak Gosok CC 20 ml,Botol,24121 / Des-29,12,"21,000",,"252,000","934,366","102,780","1,037,146",Penjualan,SYARIF,
3/1/2026,INV.KMS.2600013,DK00548,APOTEK K-24 AROEPALA,KF000371,KF00037,1,0,2,OTC,Bedak Salisil 2% 60gr,Pot,K40656S / Nov-29,3,"6,136",,"18,408",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600013,DK00548,APOTEK K-24 AROEPALA,DV000251,DV00025,1,0,2,0,New Diatabs Tab 100's ,Dus,24205201 / Nov-26,1,"60,830",,"60,830",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600013,DK00548,APOTEK K-24 AROEPALA,KF000341,KF00034,1,0,2,OTC,Batugin Elixir 120 ml,Botol,H51286N / Aug-27,2,"28,004",,"56,008",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600013,DK00548,APOTEK K-24 AROEPALA,PH000051,PH00005,1,3,2,0,Proris Forte Suspensi 50 ml ,Dus,D5E496K / Mei-27,3,"28,080",,"84,240",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600013,DK00548,APOTEK K-24 AROEPALA,KL000011,KL00001,1,0,2,0,Bioplacenton Jelly 15 gr,Tube ,KCBPCA51052 / Feb-27,6,"28,000",,"168,000",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600013,DK00548,APOTEK K-24 AROEPALA,EP000021,EP00002,1,0,2,0,MKP (Cap Lang) 60 ml ,Botol,PD00509 / Sep-30,6,"18,730",,"112,380",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600013,DK00548,APOTEK K-24 AROEPALA,SR000031,SR00003,1,0,2,0,"Sodium Chloride 0,9% Infus (Satoria) 500 ml",Botol,2A1A5K067 / Nov-27,20,"7,310",,"146,200",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600013,DK00548,APOTEK K-24 AROEPALA,KF000061,KF00006,1,158,2,Generik,Antihemoroid Suppo (KF) 10's,Dus,J52025W / Okt-27,1,"36,300",,"36,300",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600014,DK00548,APOTEK K-24 AROEPALA,KF000331,KF00033,1,0,2,OTC,Asifit Kaplet-Blister 30's,Dus,D50492N / Apr-27,1,"61,640",,"61,640","592,873","65,216","658,089",Penjualan,SYARIF,
3/1/2026,INV.KMS.2600014,DK00548,APOTEK K-24 AROEPALA,PG000141,PG00014,1,0,2,0,Baby Balm 20 gr,Pcs,5062C56706 / Feb-27,4,"22,146",,"88,584",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600014,DK00548,APOTEK K-24 AROEPALA,EP000081,EP00008,1,22,2,0,Balsem Aktiv 20 gr,Pcs,PC00254 / Jul-30,3,"7,445",,"22,335",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600014,DK00548,APOTEK K-24 AROEPALA,NC000041,NC00004,1,13,2,0,Bedak Salicyl Non Menthol (Nellco) 60gr,Pot,8034071 / Nov-28,3,"6,000",,"18,000",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600014,DK00548,APOTEK K-24 AROEPALA,KF000081,KF00008,1,0,2,Generik,Betason-N Krim 5g,Tube ,K52265W / Nov-27,6,"18,975",,"113,850",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600014,DK00548,APOTEK K-24 AROEPALA,DV000411,DV00041,1,3,2,0,Biogesic Tab 100's,Dus,25054201 / Mar-30,1,"42,012",,"42,012",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600014,DK00548,APOTEK K-24 AROEPALA,TJ000022,TJ00002,2,0,2,0,Madu TJ Murni 250 gr,Botol,25N08488 / Nov-29,2,"31,000",,"62,000",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600014,DK00548,APOTEK K-24 AROEPALA,EP000011,EP00001,1,0,2,0,MKP (Cap Lang) 30 ml ,Botol,PD00817 / Sep-30,12,"9,932",,"119,184",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600014,DK00548,APOTEK K-24 AROEPALA,EP000071,EP00007,1,0,2,0,MKP (Cap Lang) 15 ml ,Botol,PI00114 / Okt-30,12,"5,439",,"65,268",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600015,DK00548,APOTEK K-24 AROEPALA,SM000011,SM00001,1,0,2,0,Tolak Angin Cair 12's,Dus,TACD12 / Jul-27,6,"41,500",,"249,000","286,952","31,565","318,517",Penjualan,SYARIF,
3/1/2026,INV.KMS.2600015,DK00548,APOTEK K-24 AROEPALA,PG000021,PG00002,1,0,2,0,Vicks Vaporub 25gr,Pcs,51056298X1 / Apr-27,2,"18,976",,"37,952",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600016,DK00548,APOTEK K-24 AROEPALA,PG000051,PG00005,1,0,2,OOT,Vicks Formula 44 Anak Strawberry 54 ml,Botol,51636298G1 / Jun-27,3,"21,331",,"63,993","94,914","10,441","105,355",Penjualan,SYARIF,
3/1/2026,INV.KMS.2600016,DK00548,APOTEK K-24 AROEPALA,PG000061,PG00006,1,0,2,OOT,Vicks Formula 44 Dewasa 27 ml,Botol,51876298B1 / Jul-27,3,"10,307",,"30,921",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600017,DK00074,APOTIK JERIC FARMA,GS000011,GS00001,1,0,2,Mengandung Prekursor,Actifed Plus Expectorant 60 ml,Dus,DH9P / Jun-28,1,"56,330",,"56,330","331,104","36,421","367,525",Penjualan,SYARIF,
3/1/2026,INV.KMS.2600017,DK00074,APOTIK JERIC FARMA,PM000031,PM00003,1,0,2,Mengandung Prekursor,Pim-Tra-Kol Sirup Cherry 60 ml,Botol,B3509004 / Sep-27,3,"13,125",,"39,375",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600017,DK00074,APOTIK JERIC FARMA,CM000021,CM00002,1,0,2,Mengandung Prekursor,OBHC Anak Jeruk 60 ml,Botol,5NK124 / Okt-27,6,"15,578",,"93,468",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600017,DK00074,APOTIK JERIC FARMA,CM000041,CM00004,1,0,2,Mengandung Prekursor,OBHC Batuk Flu Jahe 100 ml,Botol,5NK002 / Okt-27,2,"19,604",,"39,208",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600017,DK00074,APOTIK JERIC FARMA,DV000101,DV00010,1,0,2,Mengandung Prekursor,Stop Cold Dragee Tab 60's,Dus,FX5A001 / Jun-27,1,"40,923",,"40,923",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600017,DK00074,APOTIK JERIC FARMA,DV000261,DV00026,1,0,2,Mengandung Prekursor,Neozep Forte Tab 100's,Dus,25055001 / Apr-27,1,"61,800",,"61,800",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600018,DK00074,APOTIK JERIC FARMA,KF000371,KF00037,1,0,2,OTC,Bedak Salisil 2% 60gr,Pot,K40656S / Nov-29,6,"6,136",,"36,816","611,952","67,315","679,267",Penjualan,SYARIF,
3/1/2026,INV.KMS.2600018,DK00074,APOTIK JERIC FARMA,KF000471,KF00047,1,86,2,OTC,Bedak Marcks Putih 40gr,Pot,K50843S / Nov-30,3,"16,125",,"48,375",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600018,DK00074,APOTIK JERIC FARMA,NP000091,NP00009,1,12,2,0,Ciprofloxacin 500 mg (Nova) 100's,Dus,2505-02-108 / Mei-29,2,"47,000",,"94,000",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600018,DK00074,APOTIK JERIC FARMA,AA000011,AA00001,1,30,2,0,Madu Vitabumin 130 ml,Botol,25092602 / Okt-27,1,"52,436",,"52,436",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600018,DK00074,APOTIK JERIC FARMA,US000031,US00003,1,15,2,0,Freshcare Smash Matcha Inhaler Roll On 8 ml,Pcs,25N08349 / Nov-28,10,"11,560",,"115,600",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600018,DK00074,APOTIK JERIC FARMA,US000191,US00019,1,0,2,0,Freshcare Smash Fruity Inhaler Roll On 8 ml,Pcs,25K07216 / Sep-28,8,"11,560",,"92,480",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600018,DK00074,APOTIK JERIC FARMA,US000181,US00018,1,0,2,0,Freshcare Smash Inhaler Roll On 8 ml,Pcs,25E03393 / Mei-28,1,"11,560",,"11,560",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600018,DK00074,APOTIK JERIC FARMA,DV000081,DV00008,1,0,2,0,Enervon-C Tab 30's,Botol,25099304 / Jun-27,5,"32,137",,"160,685",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600019,DK00001,APOTEK AL VARAN FARMA,EP000321,EP00032,1,0,2,0,GPU Cair Jahe 60 ml,Botol,PO00207 / Aug-30,6,"14,605",,"87,630","218,214","24,004","242,218",Penjualan,ANGGA,
3/1/2026,INV.KMS.2600019,DK00001,APOTEK AL VARAN FARMA,EP000361,EP00036,1,0,2,0,GPU Cair Pala 100 ml,Botol,PR00106 / Mar-30,3,"21,764",,"65,292",, - , - ,Penjualan,ANGGA,
3/1/2026,INV.KMS.2600019,DK00001,APOTEK AL VARAN FARMA,EP000362,EP00036,2,9,2,0,GPU Cair Pala 100 ml,Botol,PC00506 / Jul-30,3,"21,764",,"65,292",, - , - ,Penjualan,ANGGA,
3/1/2026,INV.KMS.2600020,DK00211,APOTEK WAHYUNI FARMA,MC000041,MC00004,1,8,2,0,Neurobion Forte Tab 50's,Dus,L0916813 / Mar-28,1,"196,766",,"196,766","226,166","24,878","251,044",Penjualan,SYARIF,
3/1/2026,INV.KMS.2600020,DK00211,APOTEK WAHYUNI FARMA,GN000011,GN00001,1,0,2,0,Beruang Minyak Gosok 30 ml,Botol,GKaX / Des-29,2,"14,700",,"29,400",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600021,DK00548,APOTEK K-24 AROEPALA,DV000131,DV00013,1,0,2,Mengandung Prekursor,Paratusin Sirup 60 ml,Botol,5EG1584 / Aug-27,5,"34,400",,"172,000","192,298","21,153","213,451",Penjualan,SYARIF,
3/1/2026,INV.KMS.2600021,DK00548,APOTEK K-24 AROEPALA,DV000191,DV00019,1,0,2,Mengandung Prekursor,Allerin Expectorant Sirup 120 ml,Botol,5EG1486 / Jul-27,1,"20,298",,"20,298",, - , - ,Penjualan,SYARIF,
3/1/2026,INV.KMS.2600022,DK00338,APOTEK VITA FARMA,PM000021,PM00002,1,0,2,0,Parasetamol 500 mg (PIM) 100's,Dus,05507151 / Jul-29,10,"20,900",,"209,000","209,000","22,990","231,990",Penjualan,SYARIF,
3/1/2026,INV.KMS.2600023,DK00172,APOTEK TELLO FARMA,KF000171,KF00017,1,0,2,Generik,HCT 25 mg (KF) 100's,Dus,G51088N / Jul-27,1,"18,975",,"18,975","1,167,742","128,452","1,296,194",Penjualan,ANGGA,
3/1/2026,INV.KMS.2600023,DK00172,APOTEK TELLO FARMA,CM000091,CM00009,1,12,2,0,"Insto Cool Tetes Mata 7,5 ml",Botol,2561032 / Jul-27,6,"14,577",,"87,462",, - , - ,Penjualan,ANGGA,
3/1/2026,INV.KMS.2600023,DK00172,APOTEK TELLO FARMA,CM000101,CM00010,1,0,2,0,"Insto Reguler Tetes Mata 7,5 ml",Botol,2549036 / Sep-29,6,"12,894",,"77,364",, - , - ,Penjualan,ANGGA,
3/1/2026,INV.KMS.2600023,DK00172,APOTEK TELLO FARMA,MC000091,MC00009,1,5,2,0,Neurobion Forte Tab 250's,Dus,L0483714 / Nov-27,1,"983,941",,"983,941",, - , - ,Penjualan,ANGGA,
3/1/2026,INV.KMS.2600024,DK00175,APOTEK MANGGALA FARMA,DV000121,DV00012,1,0,2,Mengandung Prekursor,Paratusin Tab 200's,Dus,FX5A066 / Jul-27,1,"278,200",,"278,200","278,200","30,602","308,802",Penjualan,ANGGA,
5/1/2026,INV.KMS.2600025,DK00346,APOTEK DELIMA,DV000121,DV00012,1,0,2,Mengandung Prekursor,Paratusin Tab 200's,Dus,FX5A066 / Jul-27,1,"278,200",,"278,200","954,997","105,050","1,060,047",Penjualan,ANGGA,
5/1/2026,INV.KMS.2600025,DK00346,APOTEK DELIMA,HF000011,HF00001,1,41,2,Mengandung Prekursor,Hufagripp Flu & Batuk Sirup 60 ml,Botol,A901985 / Okt-28,15,"21,620",,"324,300",, - , - ,Penjualan,ANGGA,
5/1/2026,INV.KMS.2600025,DK00346,APOTEK DELIMA,HF000011,HF00001,1,41,2,Mengandung Prekursor,Hufagripp Flu & Batuk Sirup 60 ml,Botol,A901985 / Okt-28,1,"21,620",100, - ,, - , - ,Penjualan,ANGGA,
5/1/2026,INV.KMS.2600025,DK00346,APOTEK DELIMA,PM000031,PM00003,1,0,2,Mengandung Prekursor,Pim-Tra-Kol Sirup Cherry 60 ml,Botol,B3509004 / Sep-27,5,"13,125",,"65,625",, - , - ,Penjualan,ANGGA,
5/1/2026,INV.KMS.2600025,DK00346,APOTEK DELIMA,DV000101,DV00010,1,0,2,Mengandung Prekursor,Stop Cold Dragee Tab 60's,Dus,FX5A001 / Jun-27,1,"40,923",,"40,923",, - , - ,Penjualan,ANGGA,
5/1/2026,INV.KMS.2600025,DK00346,APOTEK DELIMA,HF000021,HF00002,1,155,2,Mengandung Prekursor,Hufagripp BP Sirup 60 ml,Botol,A800285 / Feb-29,10,"17,251",,"172,510",, - , - ,Penjualan,ANGGA,
5/1/2026,INV.KMS.2600025,DK00346,APOTEK DELIMA,DV000361,DV00036,1,0,2,Mengandung Prekursor,Decolsin Caps 100's,Dus,24195001 / Okt-27,1,"73,439",,"73,439",, - , - ,Penjualan,ANGGA,
5/1/2026,INV.KMS.2600026,DK00346,APOTEK DELIMA,SM000011,SM00001,1,0,2,0,Tolak Angin Cair 12's,Dus,TACD12 / Jul-27,3,"41,500",,"124,500","488,301","53,713","542,014",Penjualan,ANGGA,
5/1/2026,INV.KMS.2600026,DK00346,APOTEK DELIMA,DV000031,DV00003,1,0,2,0,Vicee Lemon Tab 100's,Dus,FX5A022 / Jun-27,1,"63,688",,"63,688",, - , - ,Penjualan,ANGGA,
5/1/2026,INV.KMS.2600026,DK00346,APOTEK DELIMA,GN000011,GN00001,1,0,2,0,Beruang Minyak Gosok 30 ml,Botol,GKaX / Des-29,3,"14,700",,"44,100",, - , - ,Penjualan,ANGGA,
5/1/2026,INV.KMS.2600026,DK00346,APOTEK DELIMA,TJ000031,TJ00003,1,3,2,0,Madu TJ Murni 500 gr ,Botol,25M07838 / Okt-29,2,"57,500",,"115,000",, - , - ,Penjualan,ANGGA,
5/1/2026,INV.KMS.2600026,DK00346,APOTEK DELIMA,ME000051,ME00005,1,0,2,0,"Dexamethasone 0,5 mg (MEF) 200's",Dus,1503508 / Mar-30,1,"30,000",,"30,000",, - , - ,Penjualan,ANGGA,
5/1/2026,INV.KMS.2600026,DK00346,APOTEK DELIMA,DV000331,DV00033,1,0,2,0,Enervon Active Tab 30's,Botol,25038873 / Mar-27,1,"36,482",,"36,482",, - , - ,Penjualan,ANGGA,
