Tanggal,NO INVOICE,Kode Customer / Vendor,Nama Customer / Vendor,Gabungan,Kode Barang,Stock,Kode Batch,Kode Mutasi,Jenis Barang,Nama Barang,Satuan,BATCH / ED,Qty, Harga Satuan (HNA) ,DISC, Nilai , TOTAL , PPN , TOTAL BAYAR ,Keterangan,Salesman,ALASAN RETUR
02/07/2026,INV.KMS.2602216,DK00292,APOTEK PINTU DUA,DV000031,DV00003,,1,2,0,Vicee Lemon Tab 100's,Dus,KX5A369 / Des-27,1," 63,688 ",," 63,688 "," 127,376 "," 14,011 "," 141,387 ",Penjualan,ANGGA,
02/07/2026,INV.KMS.2602216,DK00292,APOTEK PINTU DUA,DV000041,DV00004,,1,2,0,Vicee Orange Tab 100's,Dus,LX5A121 / Jan-28,1," 63,688 ",," 63,688 ",, - , - ,Penjualan,ANGGA,
02/07/2026,INV.KMS.2602217,DK00196,APOTEK MUKJIZAT ,DV000111,DV00011,,1,2,0,Natur E 100 IU Soft Cap 16's,Dus,5EF1288 / Jun-28,6," 17,703 ",3," 103,031 "," 765,061 "," 84,157 "," 849,218 ",Penjualan,ANGGA,
02/07/2026,INV.KMS.2602217,DK00196,APOTEK MUKJIZAT ,IJ000021,IJ00002,,1,2,0,Guaifenesin 100 mg (IMR) 100's,Dus,0151250 / Des-27,5," 15,000 ",," 75,000 ",, - , - ,Penjualan,ANGGA,
02/07/2026,INV.KMS.2602217,DK00196,APOTEK MUKJIZAT ,AF000201,AF00020,,1,2,0,Vitamin B12 50 mcg (AFI) 100's,Dus,B30616 / Feb-30,5," 10,000 ",," 50,000 ",, - , - ,Penjualan,ANGGA,
02/07/2026,INV.KMS.2602217,DK00196,APOTEK MUKJIZAT ,TF000071,TF00007,,1,2,0,Ibuprofen 400 mg (Trifa) 100's,Dus,2601144 / Jan-28,4," 29,500 ",," 118,000 ",, - , - ,Penjualan,ANGGA,
02/07/2026,INV.KMS.2602217,DK00196,APOTEK MUKJIZAT ,TF000072,TF00007,,2,2,0,Ibuprofen 400 mg (Trifa) 100's,Dus,2602051 / Feb-28,1," 29,500 ",," 29,500 ",, - , - ,Penjualan,ANGGA,
02/07/2026,INV.KMS.2602217,DK00196,APOTEK MUKJIZAT ,KF000471,KF00047,,1,2,OTC,Bedak Marcks Putih 40gr,Pot,K50843S / Nov-30,3," 18,165 ",," 54,495 ",, - , - ,Penjualan,ANGGA,
02/07/2026,INV.KMS.2602217,DK00196,APOTEK MUKJIZAT ,KF000481,KF00048,,1,2,OTC,Bedak Marcks Creme 40gr,Pot,H50579S / Aug-30,3," 18,165 ",," 54,495 ",, - , - ,Penjualan,ANGGA,
02/07/2026,INV.KMS.2602217,DK00196,APOTEK MUKJIZAT ,RM000121,RM00012,,1,2,0,Amlodipine Besilate 10 mg (Rama) 100's,Dus,T12005BE / Des-27,10," 15,554 ",," 155,540 ",, - , - ,Penjualan,ANGGA,
02/07/2026,INV.KMS.2602217,DK00196,APOTEK MUKJIZAT ,PS000011,PS00001,,1,2,0,Diclofenac Sodium 50 mg (Phapros) 50's,Dus ,96365002 / Mar-30,10," 12,500 ",," 125,000 ",, - , - ,Penjualan,ANGGA,
02/07/2026,INV.KMS.2602218,DK00196,APOTEK MUKJIZAT ,KF000321,KF00032,,1,2,Generik,Simvastatin 10 mg (KF) 50's,Dus,E50674N / Mei-27,10," 17,000 ",17.5," 140,250 "," 140,250 "," 15,428 "," 155,678 ",Penjualan,ANGGA,
02/07/2026,INV.KMS.2602219,DK00549,APOTEK AZHAM MEDIKA ,MC000011,MC00001,,1,2,0,Sangobion Caps 250's,Dus,L0792178 / Aug-27,1," 471,750 ",," 471,750 "," 509,046 "," 55,995 "," 565,041 ",Penjualan,ANGGA,
02/07/2026,INV.KMS.2602219,DK00549,APOTEK AZHAM MEDIKA ,EP000281,EP00028,,1,2,0,Norit Tab 40's ,Dus,PT00171 / Jun-30,2," 18,648 ",," 37,296 ",, - , - ,Penjualan,ANGGA,
02/07/2026,INV.KMS.2602220,DK00524,APOTEK K-24 PERINTIS,NP000381,NP00038,,1,2,0,Zinc Sulfate 20 mg (Nova) 100's,Dus,2512-06-350 / Des-27,2," 25,000 ",," 50,000 "," 202,453 "," 22,270 "," 224,723 ",Penjualan,ANGGA,
02/07/2026,INV.KMS.2602220,DK00524,APOTEK K-24 PERINTIS,DV000461,DV00046,,1,2,0,Aspilets Tab 100 mg 100's,Dus,JX5A200 / Okt-27,1," 64,000 ",," 64,000 ",, - , - ,Penjualan,ANGGA,
02/07/2026,INV.KMS.2602220,DK00524,APOTEK K-24 PERINTIS,FM000071,FM00007,,1,2,0,Piroxicam 20 mg (FM) 100's,Dus,086855 / Des-27,1," 24,703 ",," 24,703 ",, - , - ,Penjualan,ANGGA,
02/07/2026,INV.KMS.2602220,DK00524,APOTEK K-24 PERINTIS,KF001421,KF00142,,1,2,Generik,"Betametason 0,1% Krim (KF) 5g @25 Tube",Dus,K52217W / Nov-27,1," 63,750 ",," 63,750 ",, - , - ,Penjualan,ANGGA,
02/07/2026,INV.KMS.2602221,DK00220,APOTIK SUMBER REJEKI,SL000091,SL00009,,1,2,0,Prednisone 5 mg (SLF) 100's,Dus,54095 / Okt-28,4," 13,091 ",," 52,364 "," 215,910 "," 23,750 "," 239,660 ",Penjualan,ANGGA,
02/07/2026,INV.KMS.2602221,DK00220,APOTIK SUMBER REJEKI,SL000092,SL00009,,2,2,0,Prednisone 5 mg (SLF) 100's,Dus,61398 / Mar-29,6," 13,091 ",," 78,546 ",, - , - ,Penjualan,ANGGA,
02/07/2026,INV.KMS.2602221,DK00220,APOTIK SUMBER REJEKI,NP000461,NP00046,,1,2,0,"Meloxicam 7,5 mg (Nova) 100's",Dus,251103174 / Nov-27,5," 17,000 ",," 85,000 ",, - , - ,Penjualan,ANGGA,
02/07/2026,INV.KMS.2602222,DK00191,APOTIK PATTENE,HF000011,HF00001,,1,2,Mengandung Prekursor,Hufagripp Flu & Batuk Sirup 60 ml,Botol,A900616 / Mar-29,15," 21,620 ",," 324,300 "," 324,300 "," 35,673 "," 359,973 ",Penjualan,ANGGA,
02/07/2026,INV.KMS.2602222,DK00191,APOTIK PATTENE,HF000011,HF00001,,1,2,Mengandung Prekursor,Hufagripp Flu & Batuk Sirup 60 ml,Botol,A900616 / Mar-29,1," 21,620 ",100, - ,, - , - ,Penjualan,ANGGA,
02/07/2026,INV.KMS.2602223,DK00191,APOTIK PATTENE,EX000051,EX00005,,1,2,0,Domperidone Sirup (Erlimpex) 60 ml,Botol,S.23260018 / Mar-28,12," 5,000 ",," 60,000 "," 198,840 "," 21,872 "," 220,712 ",Penjualan,ANGGA,
02/07/2026,INV.KMS.2602223,DK00191,APOTIK PATTENE,TM000131,TM00013,,1,2,0,Vitamin C IPI 45's,Botol,040786 / Apr-28,24," 5,785 ",," 138,840 ",, - , - ,Penjualan,ANGGA,
02/07/2026,INV.KMS.2602224,DK00196,APOTEK MUKJIZAT ,DV000451,DV00045,,1,2,Mengandung Prekursor,Decolgen Kids Sirup 60 ml ,Botol,6FA0223 / Jan-28,3," 12,875 ",," 38,625 "," 184,625 "," 20,309 "," 204,934 ",Penjualan,ANGGA,
02/07/2026,INV.KMS.2602224,DK00196,APOTEK MUKJIZAT ,GS000101,GS00010,,1,2,Mengandung Prekursor,Panadol Cold Flu 100's,Dus,NM6U / Okt-28,1," 146,000 ",," 146,000 ",, - , - ,Penjualan,ANGGA,
02/07/2026,1610830067,APL0002,PT. Anugerah Pharmindo Lestari,GS000042,GS00004,,2,1,0,Panadol Extra 100's,Dus,UB8G / Des-28,10," 110,931 ",," 1,109,310 "," 2,116,650 "," 232,832 "," 2,349,482 ",Barang Masuk,APJ,
02/07/2026,1610830067,APL0002,PT. Anugerah Pharmindo Lestari,GS000032,GS00003,,2,1,0,Panadol Kaplet 100's,Dus,NL9W / Okt-28,1," 100,734 ",," 100,734 ",, - , - ,Barang Masuk,APJ,
02/07/2026,1610830067,APL0002,PT. Anugerah Pharmindo Lestari,GS000033,GS00003,,3,1,0,Panadol Kaplet 100's,Dus,TE8C / Des-28,9," 100,734 ",," 906,606 ",, - , - ,Barang Masuk,APJ,
02/07/2026,1610829935,APL0002,PT. Anugerah Pharmindo Lestari,GS000202,GS00020,,2,1,0,Polident Adhesive Fresh Mint 60 gr,Pcs,M69A / Sep-28,20," 77,271 ",," 1,545,420 "," 1,545,420 "," 169,996 "," 1,715,416 ",Barang Masuk,APJ,
02/07/2026,1610829634,APL0002,PT. Anugerah Pharmindo Lestari,DV000062,DV00006,,2,1,0,Vicee Grape Tab 100's,Dus,PX6A093 / Apr-28,20," 63,688 ",," 1,273,760 "," 9,280,260 "," 1,020,829 "," 10,301,089 ",Barang Masuk,APJ,
02/07/2026,1610829634,APL0002,PT. Anugerah Pharmindo Lestari,DV000032,DV00003,,2,1,0,Vicee Lemon Tab 100's,Dus,PX6A070 / Mei-28,60," 63,688 ",," 3,821,280 ",, - , - ,Barang Masuk,APJ,
02/07/2026,1610829634,APL0002,PT. Anugerah Pharmindo Lestari,DV000042,DV00004,,2,1,0,Vicee Orange Tab 100's,Dus,PX6A111 / Feb-28,40," 63,688 ",," 2,547,520 ",, - , - ,Barang Masuk,APJ,
02/07/2026,1610829634,APL0002,PT. Anugerah Pharmindo Lestari,DV000492,DV00049,,2,1,0,Decolgen PE Tab 100's,Dus,26055502 / Apr-28,30," 54,590 ",," 1,637,700 ",, - , - ,Barang Masuk,APJ,
02/07/2026,68260053455,AAM0004,PT. Anugrah Argon Medica,PS000042,PS00004,,2,1,Mengandung Prekursor,Noza Kaplet 100's,Dus,96046004 / Feb-28,30," 122,500 ",," 3,675,000 "," 3,675,000 "," 404,250 "," 4,079,250 ",Barang Masuk,APJ,
02/07/2026,INV.KMS.2602225,DK00281,"RUMAH SAKIT IBU DAN ANAK ""AMANAT""",SR000021,SR00002,,1,2,0,Ringer Lactate Infus (Satoria) 500 ml,Botol,2D1A6E036 / Mei-28,100," 8,602 ",," 860,200 "," 860,200 "," 94,622 "," 954,822 ",Penjualan,SYARIF,
02/07/2026,INV.KMS.2602226,DK00196,APOTEK MUKJIZAT ,KB000011,KB00001,,1,2,0,Kapsida Bersih Darah Kembang Bulan 12's,Pak,K145051003 / Okt-30,1," 205,000 ",," 205,000 "," 205,000 "," 22,550 "," 227,550 ",Penjualan,ANGGA,
02/07/2026,INV.KMS.2602227,DK00333,APOTEK ANUGERAH SEJATI ,AF000131,AF00013,,1,2,0,Vitamin B Complex 150 mg (AFI) 100's,Dus,K40505 / Nov-29,3," 11,500 ",," 34,500 "," 291,493 "," 32,064 "," 323,557 ",Penjualan,SYARIF,
02/07/2026,INV.KMS.2602227,DK00333,APOTEK ANUGERAH SEJATI ,TM000031,TM00003,,1,2,0,My Baby M. Telon Plus 90 ml,Botol,0553126 / Mei-28,4," 19,567 ",," 78,268 ",, - , - ,Penjualan,SYARIF,
02/07/2026,INV.KMS.2602227,DK00333,APOTEK ANUGERAH SEJATI ,US000181,US00018,,1,2,0,Freshcare Smash Inhaler Roll On 8 ml,Pcs,26E04211 / Mei-29,12," 11,560 ",," 138,720 ",, - , - ,Penjualan,SYARIF,
02/07/2026,INV.KMS.2602227,DK00333,APOTEK ANUGERAH SEJATI ,EP000461,EP00046,,1,2,0,MKP Bayi Lavender 60 ml,Botol,PN00509 / Nov-30,3," 13,335 ",," 40,005 ",, - , - ,Penjualan,SYARIF,
02/07/2026,INV.KMS.2602228,DK00591,APOTEK MULTI FAMILY,IF000241,IF00024,,1,2,0,Farsifen 400 mg 100's,Dus,CL0E8 / Jun-30,2," 44,725 ",," 89,450 "," 162,700 "," 17,897 "," 180,597 ",Penjualan,ANGGA,
02/07/2026,INV.KMS.2602228,DK00591,APOTEK MULTI FAMILY,KF000371,KF00037,,1,2,OTC,Bedak Salisil 2% 60gr,Pot,D60155S / Apr-31,5," 7,500 ",," 37,500 ",, - , - ,Penjualan,ANGGA,
02/07/2026,INV.KMS.2602228,DK00591,APOTEK MULTI FAMILY,NC000041,NC00004,,1,2,0,Bedak Salicyl Non Menthol (Nellco) 60gr,Pot,8035012 / Mar-29,5," 7,150 ",," 35,750 ",, - , - ,Penjualan,ANGGA,
02/07/2026,INV.KMS.2602229,DK00074,APOTIK JERIC FARMA,MF000021,MF00002,,1,2,0,Betadine Solutio 15 ml,Botol,DB26014 / Mar-30,3," 14,675 ",," 44,025 "," 632,688 "," 69,596 "," 702,284 ",Penjualan,SYARIF,
02/07/2026,INV.KMS.2602229,DK00074,APOTIK JERIC FARMA,MF000071,MF00007,,1,2,0,Betadine Solutio 30 ml,Botol,BB26060 / Jan-30,2," 25,066 ",," 50,132 ",, - , - ,Penjualan,SYARIF,
02/07/2026,INV.KMS.2602229,DK00074,APOTIK JERIC FARMA,TM000161,TM00016,,1,2,0,Bodrex Migra Kaplet 100's,Dus,021866 / Feb-29,1," 53,000 ",," 53,000 ",, - , - ,Penjualan,SYARIF,
02/07/2026,INV.KMS.2602229,DK00074,APOTIK JERIC FARMA,TM000051,TM00005,,1,2,0,Bodrex Tab 20's,Dus,111585 / Okt-30,12," 8,426 ",," 101,112 ",, - , - ,Penjualan,SYARIF,
02/07/2026,INV.KMS.2602229,DK00074,APOTIK JERIC FARMA,JJ000031,JJ00003,,1,2,0,Mylanta Liquid 150 ml,Botol,B14R0082 / Feb-29,1," 39,800 ",," 39,800 ",, - , - ,Penjualan,SYARIF,
02/07/2026,INV.KMS.2602229,DK00074,APOTIK JERIC FARMA,JJ000021,JJ00002,,1,2,0,Mylanta Liquid 50 ml,Botol,B14P0631 / Des-28,3," 15,007 ",," 45,021 ",, - , - ,Penjualan,SYARIF,
02/07/2026,INV.KMS.2602229,DK00074,APOTIK JERIC FARMA,JJ000011,JJ00001,,1,2,0,Mylanta Tab 100's,Dus,12R0041 / Jan-28,1," 80,546 ",," 80,546 ",, - , - ,Penjualan,SYARIF,
02/07/2026,INV.KMS.2602229,DK00074,APOTIK JERIC FARMA,JJ000041,JJ00004,,1,2,0,Combantrin Sirup Rasa Jeruk 10 ml,Botol,NK2113 / Okt-28,6," 18,312 ",," 109,872 ",, - , - ,Penjualan,SYARIF,
02/07/2026,INV.KMS.2602229,DK00074,APOTIK JERIC FARMA,DV000491,DV00049,,1,2,0,Decolgen PE Tab 100's,Dus,26035431 / Feb-28,2," 54,590 ",," 109,180 ",, - , - ,Penjualan,SYARIF,
02/07/2026,INV.KMS.2602230,DK00074,APOTIK JERIC FARMA,TM000151,TM00015,,1,2,OOT,Bodrex Flu Batuk Tidak Berdahak PE 100's,Dus,050135 / Apr-28,1," 50,845 ",," 50,845 "," 50,845 "," 5,593 "," 56,438 ",Penjualan,SYARIF,
02/07/2026,INV.KMS.2602231,DK00019,APOTEK K-24 MANNURUKI,CC000051,CC00005,,1,2,Mengandung Prekursor,Demacolin Tab 100's,Dus,26AA042 / Jan-30,2," 46,750 ",," 93,500 "," 206,160 "," 22,678 "," 228,838 ",Penjualan,SYARIF,
02/07/2026,INV.KMS.2602231,DK00019,APOTEK K-24 MANNURUKI,GS000022,GS00002,,2,2,Mengandung Prekursor,Actifed Plus Cough Suppressant 60 ml,Dus,T93E / Des-28,2," 56,330 ",," 112,660 ",, - , - ,Penjualan,SYARIF,
02/07/2026,INV.KMS.2602232,DK00019,APOTEK K-24 MANNURUKI,GS000041,GS00004,,1,2,0,Panadol Extra 100's,Dus,JE4W / Aug-28,1," 110,931 ",," 110,931 "," 110,931 "," 12,202 "," 123,133 ",Penjualan,SYARIF,
02/07/2026,INV.KMS.2602233,DK00294,APOTEK K-24 TAMALATE RAYA,US000181,US00018,,1,2,0,Freshcare Smash Inhaler Roll On 8 ml,Pcs,26E04211 / Mei-29,12," 11,560 ",," 138,720 "," 442,759 "," 48,703 "," 491,462 ",Penjualan,SYARIF,
02/07/2026,INV.KMS.2602233,DK00294,APOTEK K-24 TAMALATE RAYA,TM000271,TM00027,,1,2,0,Vitamin D3 1000 IU IPI 30's,Botol,040686 / Apr-28,12," 8,816 ",," 105,792 ",, - , - ,Penjualan,SYARIF,
02/07/2026,INV.KMS.2602233,DK00294,APOTEK K-24 TAMALATE RAYA,KF000371,KF00037,,1,2,OTC,Bedak Salisil 2% 60gr,Pot,D60155S / Apr-31,12," 7,500 ",," 90,000 ",, - , - ,Penjualan,SYARIF,
02/07/2026,INV.KMS.2602233,DK00294,APOTEK K-24 TAMALATE RAYA,SG000051,SG00005,,1,2,0,Cessa BABY Kuning Lenire EO 8 ml,Pcs,T200ABKY / Nov-28,3," 27,749 ",," 83,247 ",, - , - ,Penjualan,SYARIF,
02/07/2026,INV.KMS.2602233,DK00294,APOTEK K-24 TAMALATE RAYA,NP000531,NP00053,,1,2,0,Vitamin C 250 mg (Nova) 100's,Dus,2603-05-269 / Mar-28,1," 25,000 ",," 25,000 ",, - , - ,Penjualan,SYARIF,
02/07/2026,INV.KMS.2602234,DK00191,APOTIK PATTENE,NP000281,NP00028,,1,2,0,Ampicillin 500 mg (Nova) 100's,Dus,2506-20-116 / Jun-27,5," 51,000 ",," 255,000 "," 255,000 "," 28,050 "," 283,050 ",Penjualan,ANGGA,
02/07/2026,INV.KMS.2602235,DK00059,APOTIK ANTANG RAYA FARMA,PS000041,PS00004,,1,2,Mengandung Prekursor,Noza Kaplet 100's,Dus,86046043 / Okt-27,1," 122,500 ",," 122,500 "," 245,000 "," 26,950 "," 271,950 ",Penjualan,SYARIF,
02/07/2026,INV.KMS.2602235,DK00059,APOTIK ANTANG RAYA FARMA,PS000042,PS00004,,2,2,Mengandung Prekursor,Noza Kaplet 100's,Dus,96046004 / Feb-28,1," 122,500 ",," 122,500 ",, - , - ,Penjualan,SYARIF,
02/07/2026,INV.KMS.2602236,DK00220,APOTIK SUMBER REJEKI,BF000511,BF00051,,1,2,Generik,Aciclovir Krim 5% (Berno) 5g @25 Tube,Dus,LCK85454 / Sep-30,2," 75,000 ",10," 135,000 "," 201,380 "," 22,152 "," 223,532 ",Penjualan,ANGGA,
02/07/2026,INV.KMS.2602236,DK00220,APOTIK SUMBER REJEKI,KF001441,KF00144,,1,2,Generik,"Gentamicin Sulfate 0,1% Krim (KF) 5g @10 Tube",Dus,C60526W / Mar-28,2," 33,190 ",," 66,380 ",, - , - ,Penjualan,ANGGA,
03/07/2026,INV.KMS.2602237,DK00191,APOTIK PATTENE,SG000011,SG00001,,1,2,0,Cessa BABY Biru Happy Nose EO 8 ml,Pcs,T201AGDZ / Apr-29,6," 27,749 ",," 166,494 "," 699,653 "," 76,962 "," 776,615 ",Penjualan,ANGGA,
03/07/2026,INV.KMS.2602237,DK00191,APOTIK PATTENE,DV000471,DV00047,,1,2,0,Degirol Tab 100's ,Dus,KX5A394 / Nov-29,2," 120,564 ",," 241,128 ",, - , - ,Penjualan,ANGGA,
03/07/2026,INV.KMS.2602237,DK00191,APOTIK PATTENE,CM000081,CM00008,,1,2,0,OBHC Batuk Berdahak Menthol 100 ml,Botol,6OC022 / Mar-28,6," 16,107 ",," 96,642 ",, - , - ,Penjualan,ANGGA,
03/07/2026,INV.KMS.2602237,DK00191,APOTIK PATTENE,PH000011,PH00001,,1,2,0,Microlax Gel 5 ml,Tube,D5H813L / Aug-28,1," 20,000 ",," 20,000 ",, - , - ,Penjualan,ANGGA,
03/07/2026,INV.KMS.2602237,DK00191,APOTIK PATTENE,DX000031,DX00003,,1,2,0,Ketoconazole 200 mg (Dexa) 50's,Dus,4551070 / Mei-28,3," 28,463 ",," 85,389 ",, - , - ,Penjualan,ANGGA,
03/07/2026,INV.KMS.2602237,DK00191,APOTIK PATTENE,SC000021,SC00002,,1,2,0,Obat Sakit Gigi Cap Burung Kakak Tua 2 ml,Pcs,1602FB / Feb-29,6," 15,000 ",," 90,000 ",, - , - ,Penjualan,ANGGA,
03/07/2026,INV.KMS.2602238,DK00191,APOTIK PATTENE,CM000041,CM00004,,1,2,Mengandung Prekursor,OBHC Batuk Flu Jahe 100 ml,Botol,6OA160 / Jan-28,6," 21,179 ",," 127,074 "," 440,628 "," 48,469 "," 489,097 ",Penjualan,ANGGA,
03/07/2026,INV.KMS.2602238,DK00191,APOTIK PATTENE,CM000051,CM00005,,1,2,Mengandung Prekursor,OBHC Batuk Flu Jahe 60 ml,Botol,6OA042 / Jan-28,6," 15,540 ",," 93,240 ",, - , - ,Penjualan,ANGGA,
03/07/2026,INV.KMS.2602238,DK00191,APOTIK PATTENE,CM000061,CM00006,,1,2,Mengandung Prekursor,OBHC Batuk Flu Menthol 100 ml,Botol,6OB149 / Feb-28,6," 21,179 ",," 127,074 ",, - , - ,Penjualan,ANGGA,
03/07/2026,INV.KMS.2602238,DK00191,APOTIK PATTENE,CM000071,CM00007,,1,2,Mengandung Prekursor,OBHC Batuk Flu Menthol 60 ml,Botol,6OA014 / Jan-28,6," 15,540 ",," 93,240 ",, - , - ,Penjualan,ANGGA,
03/07/2026,INV.KMS.2602239,DK00191,APOTIK PATTENE,PG000041,PG00004,,1,2,OOT,Vicks Formula 44 Anak Strawberry 27 ml,Botol,52086298K1 / Jul-27,6," 11,440 ",," 68,640 "," 68,640 "," 7,550 "," 76,190 ",Penjualan,ANGGA,
03/07/2026,INV.KMS.2602240,DK00266,APOTEK KARTINI,KF000331,KF00033,,1,2,OTC,Asifit Kaplet-Blister 30's,Dus,G51080N / Jul-27,4," 61,640 ",," 246,560 "," 1,874,200 "," 206,162 "," 2,080,362 ",Penjualan,ANGGA,
03/07/2026,INV.KMS.2602240,DK00266,APOTEK KARTINI,KF000332,KF00033,,2,2,OTC,Asifit Kaplet-Blister 30's,Dus,I51472N / Sep-27,26," 61,640 ",," 1,602,640 ",, - , - ,Penjualan,ANGGA,
03/07/2026,INV.KMS.2602240,DK00266,APOTEK KARTINI,PS000011,PS00001,,1,2,0,Diclofenac Sodium 50 mg (Phapros) 50's,Dus ,96365002 / Mar-30,2," 12,500 ",," 25,000 ",, - , - ,Penjualan,ANGGA,
03/07/2026,INV.KMS.2602241,DK00336,RSIA CAHAYA MEDIKA,EL000061,EL00006,,1,2,0,Antasida Suspensi (Erela) 60 ml ,Botol,S.2361032 / Feb-28,5," 5,000 ",," 25,000 "," 552,155 "," 60,737 "," 612,892 ",Penjualan,ANGGA,
03/07/2026,INV.KMS.2602241,DK00336,RSIA CAHAYA MEDIKA,EL000062,EL00006,,2,2,0,Antasida Suspensi (Erela) 60 ml ,Botol,S.2361104 / Mei-28,25," 5,000 ",," 125,000 ",, - , - ,Penjualan,ANGGA,
03/07/2026,INV.KMS.2602241,DK00336,RSIA CAHAYA MEDIKA,SL000021,SL00002,,1,2,0,Ambroxol 30 mg (SLF) 100's,Dus,52867 / Mei-28,5," 20,631 ",," 103,155 ",, - , - ,Penjualan,ANGGA,
03/07/2026,INV.KMS.2602241,DK00336,RSIA CAHAYA MEDIKA,AF000131,AF00013,,1,2,0,Vitamin B Complex 150 mg (AFI) 100's,Dus,K40505 / Nov-29,26," 11,500 ",," 299,000 ",, - , - ,Penjualan,ANGGA,
03/07/2026,INV.KMS.2602242,DK00304,APOTEK K24 AZZAHRA SAMATA,SR000021,SR00002,,1,2,0,Ringer Lactate Infus (Satoria) 500 ml,Botol,2D1A6E036 / Mei-28,20," 8,602 ",," 172,040 "," 750,790 "," 82,587 "," 833,377 ",Penjualan,SYARIF,
03/07/2026,INV.KMS.2602242,DK00304,APOTEK K24 AZZAHRA SAMATA,NP000431,NP00043,,1,2,0,Mefenamic Acid 500 mg (Nova) 100's,Dus,2604-10-120 / Apr-28,3," 25,000 ",," 75,000 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602242,DK00304,APOTEK K24 AZZAHRA SAMATA,TF000072,TF00007,,2,2,0,Ibuprofen 400 mg (Trifa) 100's,Dus,2602051 / Feb-28,2," 29,500 ",," 59,000 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602242,DK00304,APOTEK K24 AZZAHRA SAMATA,TR000091,TR00009,,1,2,0,Ibuprofen 400 mg (Triman) 100's,Dus,B26111 / Feb-28,1," 28,750 ",," 28,750 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602242,DK00304,APOTEK K24 AZZAHRA SAMATA,NP000281,NP00028,,1,2,0,Ampicillin 500 mg (Nova) 100's,Dus,2506-20-116 / Jun-27,2," 51,000 ",," 102,000 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602242,DK00304,APOTEK K24 AZZAHRA SAMATA,NP000282,NP00028,,2,2,0,Ampicillin 500 mg (Nova) 100's,Dus,2506-21-116 / Jun-27,1," 51,000 ",," 51,000 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602242,DK00304,APOTEK K24 AZZAHRA SAMATA,BF000531,BF00053,,1,2,0,Amoxicillin 500 mg (Berno) 100's,Dus,TPF81054 / Mei-30,3," 70,000 ",35," 136,500 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602242,DK00304,APOTEK K24 AZZAHRA SAMATA,EL000111,EL00011,,1,2,0,Caviplex Kaplet 100's,Dus,F1461109 / Sep-28,1," 73,500 ",," 73,500 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602242,DK00304,APOTEK K24 AZZAHRA SAMATA,TM000161,TM00016,,1,2,0,Bodrex Migra Kaplet 100's,Dus,021866 / Feb-29,1," 53,000 ",," 53,000 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602243,DK00304,APOTEK K24 AZZAHRA SAMATA,EP000011,EP00001,,1,2,0,MKP (Cap Lang) 30 ml ,Botol,HM01517 / Jan-31,24," 12,075 ",," 289,800 "," 1,711,257 "," 188,238 "," 1,899,495 ",Penjualan,SYARIF,
03/07/2026,INV.KMS.2602243,DK00304,APOTEK K24 AZZAHRA SAMATA,KL000011,KL00001,,1,2,0,Bioplacenton Jelly 15 gr,Tube ,KCBPCA55250 / Sep-27,12," 30,000 ",," 360,000 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602243,DK00304,APOTEK K24 AZZAHRA SAMATA,CC000081,CC00008,,1,2,0,Herocyn 85 gr,Pcs,26BD029 / Feb-30,5," 11,000 ",," 55,000 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602243,DK00304,APOTEK K24 AZZAHRA SAMATA,MC000011,MC00001,,1,2,0,Sangobion Caps 250's,Dus,L0792178 / Aug-27,1," 471,750 ",," 471,750 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602243,DK00304,APOTEK K24 AZZAHRA SAMATA,TM000061,TM00006,,1,2,0,Bodrex Extra Tab 100's,Dus,040266 / Mar-29,1," 51,000 ",," 51,000 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602243,DK00304,APOTEK K24 AZZAHRA SAMATA,SM000011,SM00001,,1,2,0,Tolak Angin Cair 12's,Dus,TACD12 / Aug-27,5," 41,500 ",," 207,500 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602243,DK00304,APOTEK K24 AZZAHRA SAMATA,CM000101,CM00010,,1,2,0,"Insto Reguler Tetes Mata 7,5 ml",Botol,2549070 / Des-29,6," 12,894 ",," 77,364 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602243,DK00304,APOTEK K24 AZZAHRA SAMATA,CM000081,CM00008,,1,2,0,OBHC Batuk Berdahak Menthol 100 ml,Botol,6OC022 / Mar-28,6," 16,107 ",," 96,642 ",, - , - ,Penjualan,SYARIF,
03/07/2026,INV.KMS.2602243,DK00304,APOTEK K24 AZZAHRA SAMATA,MF000061,MF00006,,1,2,0,Betadine Obat Kumur 190 ml,Botol,CB26007 / Feb-29,3," 34,067 ",," 102,201 ",, - , - ,Penjualan,SYARIF,
