Tanggal,NO INVOICE,Kode Customer / Vendor,Nama Customer / Vendor,Gabungan,Kode Barang,Stock,Kode Batch,Kode Mutasi,Jenis Barang,Nama Barang,Satuan,BATCH / ED,Qty, Harga Satuan (HNA) ,DISC, Nilai , TOTAL , PPN , TOTAL BAYAR ,Keterangan,Salesman,ALASAN RETUR
03/08/2026,INV.KMS.2602568,DK00191,APOTIK PATTENE,MF000031,MF00003,,1,2,0,Betadine Obat Kumur 100 ml,Botol,BB26040 / Jan-29,3," 23,063 ",," 69,189 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602568,DK00191,APOTIK PATTENE,MF000061,MF00006,,1,2,0,Betadine Obat Kumur 190 ml,Botol,CB26007 / Feb-29,3," 34,067 ",," 102,201 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602568,DK00191,APOTIK PATTENE,KF001421,KF00142,,1,2,Generik,"Betametason 0,1% Krim (KF) 5g @25 Tube",Dus,K52217W / Nov-27,1," 63,750 ",," 63,750 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602568,DK00191,APOTIK PATTENE,KL000011,KL00001,,1,2,0,Bioplacenton Jelly 15 gr,Tube ,KCBPCA55250 / Sep-27,6," 30,000 ",," 180,000 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602568,DK00191,APOTIK PATTENE,ZT000022,ZT00002,,2,2,0,Bronex Tab 100's,Dus,D2503 / Feb-29,1," 21,230 ",," 21,230 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602568,DK00191,APOTIK PATTENE,ZT000021,ZT00002,,1,2,0,Bronex Tab 100's,Dus,D2502 / Feb-29,2," 21,230 ",," 42,460 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602568,DK00191,APOTIK PATTENE,KF001431,KF00143,,1,2,Generik,Ketoconazole 2% Krim (KF) 10g @25 Tube,Dus,B60247W / Feb-28,1," 127,500 ",," 127,500 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602569,DK00191,APOTIK PATTENE,ME000051,ME00005,,1,2,0,"Dexamethasone 0,5 mg (MEF) 200's",Dus,1508527 / Aug-30,6," 30,000 ",," 180,000 "," 341,250 "," 37,538 "," 378,788 ",Penjualan,ANGGA,
03/08/2026,INV.KMS.2602569,DK00191,APOTIK PATTENE,AF000211,AF00021,,1,2,0,Gentian Violet 1% (AFI) 10 ml,Botol,E16516 / Mei-28,24," 3,750 ",," 90,000 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602569,DK00191,APOTIK PATTENE,BF000512,BF00051,,2,2,Generik,Aciclovir Krim 5% (Berno) 5g @25 Tube,Dus,LCN22354 / Des-30,1," 75,000 ",5," 71,250 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602570,DK00038,APOTEK PANAIKANG,NP000282,NP00028,,2,2,0,Ampicillin 500 mg (Nova) 100's,Dus,2506-21-116 / Jun-27,6," 51,000 ",," 306,000 "," 651,896 "," 71,709 "," 723,605 ",Penjualan,ANGGA,
03/08/2026,INV.KMS.2602570,DK00038,APOTEK PANAIKANG,EL000071,EL00007,,1,2,0,Ambroxol Sirup (Erela) 60 ml,Botol,S2960127 / Okt-27,6," 6,325 ",," 37,950 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602570,DK00038,APOTEK PANAIKANG,KX000181,KX00018,,1,2,0,Paramex Tab Sakit Kepala 200's,Dus,I25A75 / Nov-27,1," 108,000 ",," 108,000 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602570,DK00038,APOTEK PANAIKANG,JJ000031,JJ00003,,1,2,0,Mylanta Liquid 150 ml,Botol,B14R0082 / Feb-29,3," 39,800 ",," 119,400 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602570,DK00038,APOTEK PANAIKANG,JJ000011,JJ00001,,1,2,0,Mylanta Tab 100's,Dus,12R0041 / Jan-28,1," 80,546 ",," 80,546 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602571,DK00038,APOTEK PANAIKANG,DV000211,DV00021,,1,2,0,Natur E 300 IU Soft Cap 16's,Dus,4DA0079 / Jan-27,3," 32,003 ",3," 93,129 "," 93,129 "," 10,244 "," 103,373 ",Penjualan,ANGGA,
03/08/2026,INV.KMS.2602572,DK00292,APOTEK PINTU DUA,SH000011,SH00001,,1,2,0,Imbost Force Kaplet 30's ,Dus,26A0100 / Feb-28,1," 196,188 ",," 196,188 "," 196,188 "," 21,581 "," 217,769 ",Penjualan,ANGGA,
03/08/2026,INV.KMS.2602573,DK00557,APOTEK K-24 BULU BULU,GS000022,GS00002,,2,2,Mengandung Prekursor,Actifed Plus Cough Suppressant 60 ml,Dus,T93E / Des-28,2," 56,330 ",," 112,660 "," 383,312 "," 42,164 "," 425,476 ",Penjualan,ANGGA,
03/08/2026,INV.KMS.2602573,DK00557,APOTEK K-24 BULU BULU,DV000481,DV00048,,1,2,Mengandung Prekursor,Paratusin DMP Sirup 60 ml,Botol,6FC0514 / Mar-28,5," 33,000 ",," 165,000 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602573,DK00557,APOTEK K-24 BULU BULU,PM000031,PM00003,,1,2,Mengandung Prekursor,Pim-Tra-Kol Sirup Cherry 60 ml,Botol,B3512005 / Des-27,4," 13,789 ",," 55,156 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602573,DK00557,APOTEK K-24 BULU BULU,CM000021,CM00002,,1,2,Mengandung Prekursor,OBHC Anak Jeruk 60 ml,Botol,6OB028 / Feb-28,3," 16,832 ",," 50,496 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602574,DK00333,APOTEK ANUGERAH SEJATI ,IF000171,IF00017,,1,2,0,Cetirizine Sirup (Ifars) 60 ml,Botol,SM008 / Sep-29,6," 6,000 ",," 36,000 "," 193,924 "," 21,332 "," 215,256 ",Penjualan,SYARIF,
03/08/2026,INV.KMS.2602574,DK00333,APOTEK ANUGERAH SEJATI ,TM000121,TM00012,,1,2,0,Vitamin B Complex IPI 45's,Botol,050416 / Mei-28,12," 5,785 ",," 69,420 ",, - , - ,Penjualan,SYARIF,
03/08/2026,INV.KMS.2602574,DK00333,APOTEK ANUGERAH SEJATI ,TM000132,TM00013,,2,2,0,Vitamin C IPI 45's,Botol,050736 / Mei-28,12," 5,785 ",," 69,420 ",, - , - ,Penjualan,SYARIF,
03/08/2026,INV.KMS.2602574,DK00333,APOTEK ANUGERAH SEJATI ,PM000081,PM00008,,1,2,0,CTM Tab (PIM) 288's,Pack,09508106 / Aug-30,1," 19,084 ",," 19,084 ",, - , - ,Penjualan,SYARIF,
03/08/2026,INV.KMS.2602575,DK00001,APOTEK AL VARAN FARMA,GL000021,GL00002,,1,2,0,Caladine Lotion 60 ml,Botol,A26002 / Jan-28,12," 15,845 ",," 190,140 "," 621,400 "," 68,354 "," 689,754 ",Penjualan,ANGGA,
03/08/2026,INV.KMS.2602575,DK00001,APOTEK AL VARAN FARMA,KF000371,KF00037,,1,2,OTC,Bedak Salisil 2% 60gr,Pot,D60155S / Apr-31,12," 7,500 ",," 90,000 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602575,DK00001,APOTEK AL VARAN FARMA,KF000481,KF00048,,1,2,OTC,Bedak Marcks Creme 40gr,Pot,H50579S / Aug-30,6," 18,165 ",," 108,990 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602575,DK00001,APOTEK AL VARAN FARMA,KF000491,KF00049,,1,2,OTC,Bedak Marcks Rose 40gr,Pot,H50619S / Aug-30,6," 18,165 ",," 108,990 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602575,DK00001,APOTEK AL VARAN FARMA,KF000333,KF00033,,3,2,OTC,Asifit Kaplet-Blister 30's,Dus,G51078N / Jul-27,2," 61,640 ",," 123,280 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602576,DK00038,APOTEK PANAIKANG,CC000061,CC00006,,1,2,Mengandung Prekursor,Demacolin Sirup 60 ml,Botol,25LC054 / Nov-28,4," 14,740 ",," 58,960 "," 105,710 "," 11,628 "," 117,338 ",Penjualan,ANGGA,
03/08/2026,INV.KMS.2602576,DK00038,APOTEK PANAIKANG,CC000051,CC00005,,1,2,Mengandung Prekursor,Demacolin Tab 100's,Dus,26AA042 / Jan-30,1," 46,750 ",," 46,750 ",, - , - ,Penjualan,ANGGA,
03/08/2026,INV.KMS.2602577,DK00430,APOTEK AORTA ,ME000051,ME00005,,1,2,0,"Dexamethasone 0,5 mg (MEF) 200's",Dus,1508527 / Aug-30,2," 30,000 ",," 60,000 "," 793,356 "," 87,269 "," 880,625 ",Penjualan,SYARIF,
03/08/2026,INV.KMS.2602577,DK00430,APOTEK AORTA ,NU000031,NU00003,,1,2,0,Lansoprazole 30 mg (Nulab ) 20's,Dus,N2602062 / Mar-28,4," 29,484 ",," 117,936 ",, - , - ,Penjualan,SYARIF,
03/08/2026,INV.KMS.2602577,DK00430,APOTEK AORTA ,NU000031,NU00003,,1,2,0,Lansoprazole 30 mg (Nulab ) 20's,Dus,N2602062 / Mar-28,2," 29,484 ",100, - ,, - , - ,Penjualan,SYARIF,
03/08/2026,INV.KMS.2602577,DK00430,APOTEK AORTA ,US000031,US00003,,1,2,0,Freshcare Smash Matcha Inhaler Roll On 8 ml,Pcs,26E03634 / Mei-29,12," 11,560 ",," 138,720 ",, - , - ,Penjualan,SYARIF,
03/08/2026,INV.KMS.2602577,DK00430,APOTEK AORTA ,KF001401,KF00140,,1,2,Generik,Miconazole 2% Krim (KF) 10g @24 Tube,Dus,L52663W / Des-28,1," 103,512 ",," 103,512 ",, - , - ,Penjualan,SYARIF,
03/08/2026,INV.KMS.2602577,DK00430,APOTEK AORTA ,EP000412,EP00041,,2,2,0,Kool Fever Anak 12's,Dus ,XXXXX / Des-28,2," 80,640 ",," 161,280 ",, - , - ,Penjualan,SYARIF,
03/08/2026,INV.KMS.2602577,DK00430,APOTEK AORTA ,EP000401,EP00040,,1,2,0,Kool Fever Bayi 12's,Dus ,XXXXX / Sep-28,2," 61,536 ",," 123,072 ",, - , - ,Penjualan,SYARIF,
03/08/2026,INV.KMS.2602577,DK00430,APOTEK AORTA ,EP000421,EP00042,,1,2,0,Kool Fever Dewasa 6's,Dus ,XXXXX / Jan-29,2," 44,418 ",," 88,836 ",, - , - ,Penjualan,SYARIF,
03/08/2026,INV.KMS.2602578,DK00430,APOTEK AORTA ,GS000131,GS00013,,1,2,Mengandung Prekursor,Actifed Plus Cough Suppressant 25 ml,Dus,T95H / Des-28,2," 22,969 ",," 45,938 "," 369,536 "," 40,649 "," 410,185 ",Penjualan,SYARIF,
03/08/2026,INV.KMS.2602578,DK00430,APOTEK AORTA ,GS000022,GS00002,,2,2,Mengandung Prekursor,Actifed Plus Cough Suppressant 60 ml,Dus,T93E / Des-28,1," 56,330 ",," 56,330 ",, - , - ,Penjualan,SYARIF,
03/08/2026,INV.KMS.2602578,DK00430,APOTEK AORTA ,GS000171,GS00017,,1,2,Mengandung Prekursor,Actifed Plus Expectorant 25 ml,Dus,MP5E / Okt-28,2," 22,969 ",," 45,938 ",, - , - ,Penjualan,SYARIF,
03/08/2026,INV.KMS.2602578,DK00430,APOTEK AORTA ,GS000011,GS00001,,1,2,Mengandung Prekursor,Actifed Plus Expectorant 60 ml,Dus,N46C / Okt-28,1," 56,330 ",," 56,330 ",, - , - ,Penjualan,SYARIF,
03/08/2026,INV.KMS.2602578,DK00430,APOTEK AORTA ,DV000481,DV00048,,1,2,Mengandung Prekursor,Paratusin DMP Sirup 60 ml,Botol,6FC0514 / Mar-28,5," 33,000 ",," 165,000 ",, - , - ,Penjualan,SYARIF,
03/08/2026,INV.KMS.2602579,DK00338,APOTEK VITA FARMA,EX000051,EX00005,,1,2,0,Domperidone Sirup (Erlimpex) 60 ml,Botol,S.23260018 / Mar-28,10," 5,000 ",," 50,000 "," 258,500 "," 28,435 "," 286,935 ",Penjualan,SYARIF,
03/08/2026,INV.KMS.2602579,DK00338,APOTEK VITA FARMA,NP000171,NP00017,,1,2,0,Amoxicillin Sirup (Nova) 60 ml,Botol,26010196 / Jan-28,6," 6,000 ",," 36,000 ",, - , - ,Penjualan,SYARIF,
03/08/2026,INV.KMS.2602579,DK00338,APOTEK VITA FARMA,IJ000021,IJ00002,,1,2,0,Guaifenesin 100 mg (IMR) 100's,Dus,0151250 / Des-27,3," 15,000 ",," 45,000 ",, - , - ,Penjualan,SYARIF,
03/08/2026,INV.KMS.2602579,DK00338,APOTEK VITA FARMA,KF001421,KF00142,,1,2,Generik,"Betametason 0,1% Krim (KF) 5g @25 Tube",Dus,K52217W / Nov-27,2," 63,750 ",," 127,500 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602580,DK00336,RSIA CAHAYA MEDIKA,BF000531,BF00053,,1,2,0,Amoxicillin 500 mg (Berno) 100's,Dus,TPF81054 / Mei-30,2," 70,000 ",35," 91,000 "," 454,375 "," 49,981 "," 504,356 ",Penjualan,ANGGA,
04/08/2026,INV.KMS.2602580,DK00336,RSIA CAHAYA MEDIKA,PM000051,PM00005,,1,2,0,Cetirizine HCl 10 mg (PIM) 100's,Dus,80506002 / Jun-29,15," 28,500 ",15," 363,375 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602581,DK00346,APOTEK DELIMA,HF000012,HF00001,,2,2,Mengandung Prekursor,Hufagripp Flu & Batuk Sirup 60 ml,Botol,A900626 / Mar-29,15," 21,620 ",," 324,300 "," 434,910 "," 47,840 "," 482,750 ",Penjualan,ANGGA,
04/08/2026,INV.KMS.2602581,DK00346,APOTEK DELIMA,HF000012,HF00001,,2,2,Mengandung Prekursor,Hufagripp Flu & Batuk Sirup 60 ml,Botol,A900626 / Mar-29,1," 21,620 ",100, - ,, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602581,DK00346,APOTEK DELIMA,CC000051,CC00005,,1,2,Mengandung Prekursor,Demacolin Tab 100's,Dus,26AA042 / Jan-30,1," 46,750 ",," 46,750 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602581,DK00346,APOTEK DELIMA,DV000261,DV00026,,1,2,Mengandung Prekursor,Neozep Forte Tab 100's,Dus,25084901 / Mei-27,1," 63,860 ",," 63,860 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602582,DK00346,APOTEK DELIMA,EP000022,EP00002,,2,2,0,MKP (Cap Lang) 60 ml ,Botol,HA01516 / Feb-31,5," 22,260 ",," 111,300 "," 544,422 "," 59,886 "," 604,308 ",Penjualan,ANGGA,
04/08/2026,INV.KMS.2602582,DK00346,APOTEK DELIMA,JJ000041,JJ00004,,1,2,0,Combantrin Sirup Rasa Jeruk 10 ml,Botol,NK2113 / Okt-28,5," 18,312 ",," 91,560 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602582,DK00346,APOTEK DELIMA,DV000041,DV00004,,1,2,0,Vicee Orange Tab 100's,Dus,LX5A121 / Jan-28,1," 63,688 ",," 63,688 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602582,DK00346,APOTEK DELIMA,EP000111,EP00011,,1,2,0,GPU Cair Sereh 60 ml,Botol,HR02407 / Mar-31,3," 17,031 ",," 51,093 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602582,DK00346,APOTEK DELIMA,IF000231,IF00023,,1,2,0,Histigo 6 mg NEW 100's ,Dus,JC05N / Des-27,1," 50,000 ",," 50,000 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602582,DK00346,APOTEK DELIMA,DV000031,DV00003,,1,2,0,Vicee Lemon Tab 100's,Dus,KX5A369 / Des-27,1," 63,688 ",," 63,688 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602582,DK00346,APOTEK DELIMA,DV000061,DV00006,,1,2,0,Vicee Grape Tab 100's,Dus,KX5A328 / Nov-27,1," 63,688 ",," 63,688 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602582,DK00346,APOTEK DELIMA,EP000142,EP00014,,2,2,0,Balsem Otot Geliga 20 gr,Pcs,HR01351 / Mar-31,3," 9,135 ",," 27,405 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602582,DK00346,APOTEK DELIMA,CC000081,CC00008,,1,2,0,Herocyn 85 gr,Pcs,26BD029 / Feb-30,2," 11,000 ",," 22,000 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602583,DK00346,APOTEK DELIMA,NU000042,NU00004,,2,2,0,Omeprazole 20 mg (Nulab) 100's,Dus,2604055 / Apr-28,1," 37,000 ",," 37,000 "," 267,778 "," 29,456 "," 297,234 ",Penjualan,ANGGA,
04/08/2026,INV.KMS.2602583,DK00346,APOTEK DELIMA,CM000091,CM00009,,1,2,0,"Insto Cool Tetes Mata 7,5 ml",Botol,2661006 / Jan-28,4," 14,577 ",," 58,308 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602583,DK00346,APOTEK DELIMA,PM000061,PM00006,,1,2,0,Pim-Tra-Kol Kids Sirup 60 ml,Botol,63506002 / Des-27,2," 12,075 ",," 24,150 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602583,DK00346,APOTEK DELIMA,EL000092,EL00009,,2,2,0,"Erlamycetin Salep Mata 3,5 gr",Tube ,0.0461075 / Apr-30,2," 12,000 ",," 24,000 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602583,DK00346,APOTEK DELIMA,EP000121,EP00012,,1,2,0,GPU Cair Sereh 100 ml,Botol,PD05805 / Sep-30,2," 25,410 ",," 50,820 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602583,DK00346,APOTEK DELIMA,EL000111,EL00011,,1,2,0,Caviplex Kaplet 100's,Dus,F1461109 / Sep-28,1," 73,500 ",," 73,500 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602584,DK00346,APOTEK DELIMA,KF001441,KF00144,,1,2,Generik,"Gentamicin Sulfate 0,1% Krim (KF) 5g @10 Tube",Dus,C60526W / Mar-28,2," 33,190 ",," 66,380 "," 150,104 "," 16,511 "," 166,615 ",Penjualan,ANGGA,
04/08/2026,INV.KMS.2602584,DK00346,APOTEK DELIMA,EP000041,EP00004,,1,2,0,Telon Lang 30 ml,Botol,PK01802 / Apr-30,1," 9,518 ",," 9,518 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602584,DK00346,APOTEK DELIMA,EP000051,EP00005,,1,2,0,Telon Lang 60 ml,Botol,NO02401 / Aug-29,1," 16,706 ",," 16,706 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602584,DK00346,APOTEK DELIMA,TR000093,TR00009,,3,2,0,Ibuprofen 400 mg (Triman) 100's,Dus,B26110 / Feb-28,2," 28,750 ",," 57,500 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602585,DK00346,APOTEK DELIMA,PG000071,PG00007,,1,2,OOT,Vicks Formula 44 Dewasa 54 ml,Botol,53286298A1 / Nov-27,2," 20,273 ",," 40,546 "," 84,686 "," 9,315 "," 94,001 ",Penjualan,ANGGA,
04/08/2026,INV.KMS.2602585,DK00346,APOTEK DELIMA,PG000051,PG00005,,1,2,OOT,Vicks Formula 44 Anak Strawberry 54 ml,Botol,52426298G1 / Aug-27,2," 22,070 ",," 44,140 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602586,DK00248,APOTEK PAJJAIANG FARMA,NP000431,NP00043,,1,2,0,Mefenamic Acid 500 mg (Nova) 100's,Dus,2604-10-120 / Apr-28,2," 25,000 ",," 50,000 "," 328,958 "," 36,185 "," 365,143 ",Penjualan,ANGGA,
04/08/2026,INV.KMS.2602586,DK00248,APOTEK PAJJAIANG FARMA,RM000122,RM00012,,2,2,0,Amlodipine Besilate 10 mg (Rama) 100's,Dus,T03052BF / Mar-28,3," 15,554 ",," 46,662 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602586,DK00248,APOTEK PAJJAIANG FARMA,RM000151,RM00015,,1,2,0,Amlodipine Besilate 5 mg (Rama) 100's,Dus,T01160BF / Feb-29,3," 13,332 ",," 39,996 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602586,DK00248,APOTEK PAJJAIANG FARMA,US000031,US00003,,1,2,0,Freshcare Smash Matcha Inhaler Roll On 8 ml,Pcs,26E03634 / Mei-29,5," 11,560 ",," 57,800 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602586,DK00248,APOTEK PAJJAIANG FARMA,US000071,US00007,,1,2,0,Hot in Cream Botol Strong 120 gr (Merah),Botol,26B01350 / Feb-29,3," 26,900 ",," 80,700 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602586,DK00248,APOTEK PAJJAIANG FARMA,US000081,US00008,,1,2,0,Hot in Cream Botol Aromatherapy 120 gr (Hijau),Botol,26C02171 / Mar-29,2," 26,900 ",," 53,800 ",, - , - ,Penjualan,ANGGA,
04/08/2026,INV.KMS.2602587,DK00333,APOTEK ANUGERAH SEJATI ,BF000531,BF00053,,1,2,0,Amoxicillin 500 mg (Berno) 100's,Dus,TPF81054 / Mei-30,6," 70,000 ",35," 273,000 "," 273,000 "," 30,030 "," 303,030 ",Penjualan,SYARIF,
04/08/2026,INV.KMS.2602588,DK00333,APOTEK ANUGERAH SEJATI ,DV000441,DV00044,,1,2,Mengandung Prekursor,Decolgen FX Kaplet 100's,Dus,26014701 / Jan-29,1," 100,278 ",," 100,278 "," 100,278 "," 11,031 "," 111,309 ",Penjualan,SYARIF,
04/08/2026,INV.KMS.2602589,DK00548,APOTEK K-24 AROEPALA,DV000061,DV00006,,1,2,0,Vicee Grape Tab 100's,Dus,KX5A328 / Nov-27,1," 63,688 ",," 63,688 "," 546,031 "," 60,063 "," 606,094 ",Penjualan,SYARIF,
04/08/2026,INV.KMS.2602589,DK00548,APOTEK K-24 AROEPALA,DV000031,DV00003,,1,2,0,Vicee Lemon Tab 100's,Dus,KX5A369 / Des-27,1," 63,688 ",," 63,688 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602589,DK00548,APOTEK K-24 AROEPALA,DV000041,DV00004,,1,2,0,Vicee Orange Tab 100's,Dus,LX5A121 / Jan-28,1," 63,688 ",," 63,688 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602589,DK00548,APOTEK K-24 AROEPALA,GN000022,GN00002,,2,2,0,Beruang Minyak Gosok 120 ml,Botol,GFaY / Des-30,2," 51,750 ",," 103,500 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602589,DK00548,APOTEK K-24 AROEPALA,MF000021,MF00002,,1,2,0,Betadine Solutio 15 ml,Botol,DB26014 / Mar-30,3," 14,675 ",," 44,025 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602589,DK00548,APOTEK K-24 AROEPALA,MF000072,MF00007,,2,2,0,Betadine Solutio 30 ml,Botol,CB26020 / Feb-30,1," 25,066 ",," 25,066 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602589,DK00548,APOTEK K-24 AROEPALA,MF000061,MF00006,,1,2,0,Betadine Obat Kumur 190 ml,Botol,CB26007 / Feb-29,2," 34,067 ",," 68,134 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602589,DK00548,APOTEK K-24 AROEPALA,MF000081,MF00008,,1,2,0,Betadine Feminine Hygiene 60 ml,Botol,BB26035 / Jan-28,2," 33,866 ",," 67,732 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602589,DK00548,APOTEK K-24 AROEPALA,MF000141,MF00014,,1,2,0,Betadine Antiseptic Ointment 10 gr ,Tube,JB25039 / Sep-28,2," 23,255 ",," 46,510 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602590,DK00548,APOTEK K-24 AROEPALA,MF000152,MF00015,,2,2,0,Betadine Antiseptic Ointment 20 gr ,Tube,LB25023 / Nov-28,2," 34,118 ",," 68,236 "," 900,298 "," 99,033 "," 999,331 ",Penjualan,SYARIF,
04/08/2026,INV.KMS.2602590,DK00548,APOTEK K-24 AROEPALA,KL000011,KL00001,,1,2,0,Bioplacenton Jelly 15 gr,Tube ,KCBPCA55250 / Sep-27,6," 30,000 ",," 180,000 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602590,DK00548,APOTEK K-24 AROEPALA,TM000051,TM00005,,1,2,0,Bodrex Tab 20's,Dus,111585 / Okt-30,12," 8,426 ",," 101,112 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602590,DK00548,APOTEK K-24 AROEPALA,GL000031,GL00003,,1,2,0,Caladine Lotion 95 ml,Botol,I25009 / Sep-27,6," 22,302 ",," 133,812 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602590,DK00548,APOTEK K-24 AROEPALA,SG000012,SG00001,,2,2,0,Cessa BABY Biru Happy Nose EO 8 ml,Pcs,T201ATFZ / Jun-29,1," 27,749 ",," 27,749 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602590,DK00548,APOTEK K-24 AROEPALA,SG000014,SG00001,,4,2,0,Cessa BABY Biru Happy Nose EO 8 ml,Pcs,T201AVFZ / Jun-29,2," 27,749 ",," 55,498 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602590,DK00548,APOTEK K-24 AROEPALA,SG000013,SG00001,,3,2,0,Cessa BABY Biru Happy Nose EO 8 ml,Pcs,T201AUFZ / Jun-29,7," 27,749 ",," 194,243 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602590,DK00548,APOTEK K-24 AROEPALA,PM000081,PM00008,,1,2,0,CTM Tab (PIM) 288's,Pack,09508106 / Aug-30,1," 19,084 ",," 19,084 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602590,DK00548,APOTEK K-24 AROEPALA,DV000471,DV00047,,1,2,0,Degirol Tab 100's ,Dus,KX5A394 / Nov-29,1," 120,564 ",," 120,564 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602591,DK00548,APOTEK K-24 AROEPALA,DV000331,DV00033,,1,2,0,Enervon Active Tab 30's,Botol,25128503 / Jul-27,2," 36,482 ",," 72,964 "," 432,573 "," 47,583 "," 480,156 ",Penjualan,SYARIF,
04/08/2026,INV.KMS.2602591,DK00548,APOTEK K-24 AROEPALA,EP000111,EP00011,,1,2,0,GPU Cair Sereh 60 ml,Botol,HR02407 / Mar-31,3," 17,031 ",," 51,093 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602591,DK00548,APOTEK K-24 AROEPALA,CC000111,CC00011,,1,2,0,Herocyn Baby 200 gr,Pcs,25AK113 / Jan-29,1," 11,800 ",," 11,800 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602591,DK00548,APOTEK K-24 AROEPALA,NC000081,NC00008,,1,2,0,Kalk Tab (Nellco) 30's,Botol,1024029 / Okt-27,1," 10,500 ",," 10,500 ",, - , - ,Penjualan,SYARIF,
04/08/2026,INV.KMS.2602591,DK00548,APOTEK K-24 AROEPALA,GS000042,GS00004,,2,2,0,Panadol Extra 100's,Dus,UB8G / Des-28,2," 110,931 ",," 221,862 ",, - , - ,Penjualan,SYARIF,
